Orbital Period,Planetary Radius,Transit Duration,Transit Depth, Star’s Effective Temperature, Star’s Radius, Star’s Surface Gravity, Disposition
3.0923729,15.1739,3.061,7200.0,6510.2,1.76,4.07,PC
4.120004,10.4236143,1.9086349,13334.2651359,5497.6,0.902842,4.51,PC
0.91677,3.12766,1.337,276.272,5825.0,1.71,4.04,FP
13.247777,11.7716,3.301,13420.0,5373.8,0.89,4.51,FP
3.1833919,13.8362,2.017,9850.0,6405.0,1.39,4.27,PC
0.7729066,6.51984,1.109,2850.0,6125.0,1.19,4.35,APC
3.2551315,17.8868067,2.3440735,14394.4055364,6433.0,1.3329901,4.3,PC
2.2019606,3.97533,4.326,960.0,6269.0,1.35,4.26,FA
2.8300213,6.47417,1.646,3790.0,6205.0,1.01,4.51,FP
14.9857436,9.39924,5.8,9980.0,5279.0,0.86,4.52,FP
17.6229161,11.2819,2.976,8430.0,5973.8,1.21,4.31,PC
2.6797436,12.2250402,2.0292672,9857.9233831,5573.0,1.07552,4.37,PC
8.2064867,14.6693181,2.9678542,29281.2259569,5236.1,0.824569,4.55,FP
0.5045539,18.3768141,1.0056629,18806.2299248,5227.0,1.0,,PC
1.6667559,5.73913,2.35,1730.0,7189.4,1.4,4.35,PC
5.8677921,12.8354727,3.400512,14083.5242428,5565.6,1.04333,4.39,PC
1.4658218,12.9122,1.294,8700.0,5586.0,1.36,4.17,PC
2.5492773,13.2377,2.301,3970.0,6862.4,2.07,3.98,PC
3.2905683,14.6087971,2.7899266,18079.622642,5689.0,1.06203,4.39,PC
3.8960447,12.1478,2.15,13340.0,5295.0,1.02,4.38,PC
2.9859012,14.0883,1.205,4150.0,6709.5,1.94,4.02,APC
2.8989758,10.0928,1.307,3680.0,5908.0,1.47,4.13,CP
3.6754815,22.3487036,2.3005775,9843.1330115,6305.0,1.4902101,4.18,FP
3.6346303,13.6402,2.728,25220.0,5058.0,0.85,4.51,PC
4.89577,3.30734,2.478,360.0,5883.0,1.77,,FP
1.0590994,10.6616565,0.9853402,5155.2973108,9332.0,1.42848,4.5,FP
2.9594596,7.75397,0.706,2140.0,5560.0,1.19,4.28,PC
3.8850001,12.1627174,2.8815405,18102.202403,5382.2,0.89315,4.51,PC
3.7178656,13.6754452,3.2262534,11274.5959098,6268.0,1.23586,4.34,PC
4.9513106,14.0040077,4.1704262,8623.7001528,5914.0,1.43625,4.16,PC
4.8709815,21.2108,4.437,12380.0,5908.0,1.87,3.92,PC
1.0358225,10.1292,1.191,6610.0,6180.0,1.14,4.4,PC
4.8504819,17.4413086,4.9957058,6852.3350469,6313.0,2.05899,3.9,PC
3.2371501,13.8548638,3.3511315,10146.6837063,5800.1,1.35302,4.19,PC
3.244299,12.9273057,2.6887498,5692.0048309,5999.0,1.5585901,4.1,CP
0.4568,6.64264,0.548,3428.7,5777.0,1.03,4.35,FP
5.4290781,24.5471729,3.1018506,7391.6084773,6403.0,1.86967,4.01,PC
2.5972551,23.7348191,2.7403458,9907.4814267,7054.0,2.1075301,3.98,PC
3.1235179,13.2914966,2.7145235,15459.8027576,5376.0,1.04447,4.37,PC
0.6848358,4.49427,0.88,1430.0,6385.1,1.1,4.47,APC
2.3378945,8.31293,2.5247352,4971.1871392,6666.8,1.33,,FA
7.1404043,10.5731,1.719,8300.0,5886.6,1.11,4.38,FP
4.9807125,17.2544,3.333,26850.0,5545.7,1.04,4.39,APC
2.91463,9.96391,2.977,9960.0,5484.8,0.99,,FA
19.5105608,,4.471,3300.0,,,,PC
2.9150294,12.8379,2.819,13530.0,5385.0,1.08,4.33,PC
10.9803025,7.58741,1.659,2390.0,5951.0,1.27,,FP
3.2493152,10.3587,1.849,9260.0,5371.2,1.04,4.37,PC
1.7088305,,1.871,9720.0,5253.2,,,PC
24.0819851,9.42632,4.032,7830.0,5952.0,1.05,4.43,PC
0.4399856,18.9074,0.603,6830.0,4423.0,1.1,4.19,APC
3.3952015,,2.368,8260.0,5673.6,,,PC
1.3460633,14.2662,1.829,15780.0,5788.7,1.09,4.38,PC
2.5733766,,2.457,6710.0,,,,PC
11.8886495,11.0233,4.803,7800.0,5773.9,1.21,4.28,CP
0.8275646,8.41789,1.056,3670.0,6203.3,1.32,,APC
3.0193545,14.357,1.345,2360.0,6341.0,1.42,4.23,PC
9.30734,30.7623,4.683,42774.4,5819.0,1.35,4.34,FP
3.6217624,10.1723,2.963,6140.0,5788.0,1.28,4.24,PC
4.1124956,12.4396125,1.9071145,5537.3250771,6145.0,1.64364,4.07,PC
3.6566206,13.587,2.557,21730.0,4489.2,0.91,4.37,PC
19.5112506,,3.896,4080.0,,,,FP
0.896271,13.8677,0.996,12490.0,5726.0,1.22,4.27,APC
2.1461672,16.91,1.942,14110.0,6046.0,1.41,4.19,FP
1.540776,13.3674,1.705,27310.0,4234.0,0.77,4.49,KP
11.0783748,10.2336,2.673,9060.0,5623.0,1.06,4.39,PC
15.9544918,9.88117,3.742,12480.0,4798.0,0.82,4.51,PC
1.2220437,14.8723,1.871,20110.0,5196.0,1.0,4.38,PC
0.6680065,15.4569,0.835,550.0,5159.0,3.77,,FP
14.4832964,13.2087,4.696,10870.0,6039.0,1.02,4.47,PC
3.383466,4.68953,2.746,1400.0,5838.0,1.23,4.28,PC
16.1020097,13.9974,3.871,22600.0,6010.0,0.92,4.56,PC
5.6922342,4.57552,2.975,1550.0,5648.0,1.12,4.34,PC
3.2693612,9.96136,2.029,10790.0,5814.0,0.93,4.52,PC
3.4952497,12.6528,1.745,19250.0,4304.8,0.9,4.36,PC
2.0436029,13.3605,1.513,12980.0,5568.0,1.13,4.32,PC
3.2956376,12.4635,2.487,20300.0,4646.6,0.86,4.44,PC
16.5968329,4.85367,4.395,1750.0,6329.0,1.16,4.41,PC
1.8460997,16.4485,1.706,3740.0,6123.9,1.48,4.16,APC
5.1119781,10.6694,1.413,1415.0,8562.0,2.67,3.91,PC
3.0012386,14.4673,3.164,13660.0,6331.0,1.21,4.37,PC
1.7763987,10.8531,0.638,5670.0,4899.3,0.84,4.5,PC
1.5574603,6.15317,1.272,3900.0,5564.4,0.93,4.46,PC
10.9543562,9.03653,4.737,8770.0,5542.4,0.96,4.46,PC
7.6605425,,4.425,5210.0,,,,FP
3.011593,,1.894,6740.0,5542.1,,,PC
2.1371195,13.2766,2.38,15620.0,5570.0,1.03,4.41,PC
5.7310859,11.8502,1.693,10870.0,5552.1,1.07,4.37,PC
18.565813,7.83236,3.82,9420.0,4671.0,0.79,4.51,PC
11.2005651,15.4812,1.367,7000.0,5682.2,1.63,4.02,APC
4.155,11.0678,2.807,4900.0,6270.0,1.57,4.14,FP
2.6292572,8.44711,1.582,3790.0,5933.0,1.35,4.21,PC
4.754432,11.4372,2.147,13130.0,5491.7,0.94,4.47,PC
4.4100654,8.08157,2.362,6450.0,5726.0,0.99,4.46,PC
3.8951475,14.6884,1.386,8970.0,6071.0,1.48,4.15,PC
5.5822739,11.6541,1.463,7390.0,5997.0,1.25,4.29,PC
6.0835972,12.0351,2.133,8460.0,5579.0,1.22,4.25,PC
6.5846694,14.5999,2.572,22460.0,5852.0,0.97,4.49,PC
4.1225477,12.0574,2.206,5760.0,5662.2,1.55,4.06,PC
0.8377576,6.706,1.074,1410.0,6322.5,1.6,4.13,PC
4.8104679,4.19665,2.547,1940.0,5332.3,0.92,4.47,PC
2.9036816,14.913823,5.0469369,4642.2749148,6059.0,2.14325,3.92334,KP
2.1614819,8.10367,1.076,6340.0,4501.0,0.87,4.41,PC
3.3401814,8.19874,2.452,4960.0,5508.5,1.14,4.31,PC
2.071333,6.35115,2.282,1920.0,6004.0,1.44,4.17,APC
7.0080817,13.1807,3.179,14900.0,6307.0,1.06,4.48,FP
4.5445569,5.7177,1.462,30740.0,3192.0,0.3,4.92,CP
2.5227786,10.9418,2.177,18880.0,5268.7,0.78,,FA
3.0215428,,3.08889,15111.7114542,5622.1,,,PC
4.2441117,14.06,3.771,7540.0,6034.0,1.57,4.1,PC
5.3298577,8.01139,1.95,9330.0,4773.0,0.8,4.52,PC
2.5228506,12.9082,2.15,21300.0,5294.0,0.84,4.56,PC
13.45913,7.68909,3.428,2579.32,6457.7,1.38,4.43,FP
0.6203033,7.82821,1.031,1390.0,6294.0,1.78,4.03,FP
2.7694074,3.02805,2.692,1010.0,5269.6,0.94,4.44,PC
4.5808535,12.4319,3.488,11480.0,5528.7,1.14,4.31,PC
9.0576962,4.28974,2.37,3430.0,4485.0,0.72,4.57,PC
4.3345378,14.3572,3.336,10000.0,6314.8,1.43,4.21,CP
6.6713748,9.63035,3.299,7480.0,5614.5,1.11,4.35,PC
4.3773113,2.97425,2.329,1430.0,5127.0,0.75,4.63,PC
7.6607094,5.12716,4.261,1860.0,5911.7,1.19,,PC
8.6789911,11.1545,3.865,9700.0,5693.8,1.12,4.35,PC
5.2077671,2.66176,2.369,850.0,5522.5,0.92,4.5,PC
1.470258,12.2412,1.126,2700.0,6321.46,1.08,4.1984,FP
14.7802661,9.06559,3.497,6840.0,5659.0,1.09,,PC
9.546972,12.4743,2.112,17300.0,5834.0,0.91,4.54,PC
2.9406027,10.835,1.167,9820.0,5464.2,0.97,4.44,PC
14.8496574,9.3235,4.287,8710.0,5296.6,0.96,4.43,PC
10.1614815,7.66646,1.259,3230.0,6297.0,1.24,4.34,APC
5.3599361,11.2314,3.407,11350.0,5933.0,1.04,4.43,PC
0.6451059,6.79091,0.573,3430.0,5436.3,0.88,4.52,APC
1.7213564,10.674,2.035,11890.0,5072.0,0.95,4.42,PC
1.4680992,25.1682214,2.0456598,18506.4662144,5433.0,1.10122,4.33,APC
3.5115357,12.81,3.527,9290.0,5490.8,1.35,4.16,PC
1.9550932,13.1406834,1.78762,19634.9908668,5400.0,0.873418,4.53926,KP
5.7158895,12.3206,2.437,22050.0,5224.0,0.82,4.56,PC
9.3517097,3.52814,2.682,1590.0,5298.6,0.86,4.52,PC
3.4936188,14.2355,3.355,9730.0,5779.5,1.42,4.15,CP
4.0384773,7.98387,1.185,8110.0,4180.4,0.83,4.42,PC
6.7136512,12.5036,3.541,11490.0,6179.1,1.15,4.39,FP
2.2012625,13.6145,2.175,25690.0,5177.8,0.81,4.56,PC
3.4014954,9.32202,1.959,7370.0,6005.0,1.06,4.43,PC
8.3289771,,2.984,6010.0,,,,FA
3.0654283,10.6174,2.194,5850.0,5236.0,1.35,4.12,PC
7.4332642,10.213,3.051,6000.0,6227.0,1.32,4.28,CP
0.8490674,10.8189994,1.0946576,4907.2475531,5624.7,1.44029,,APC
2.317939,15.7376,1.676,13140.0,5770.0,1.25,4.25,FA
23.2556119,14.4434,7.878,35720.0,4742.0,0.73,4.6,FP
3.8960617,12.1401,1.734,22610.0,5247.0,0.8,4.59,PC
4.1377886,,2.2969037,11490.1857603,4964.3,,,PC
2.0474832,14.3474,3.159,6790.0,6791.0,1.04,4.57,FP
3.0330919,7.40327,4.043,1280.0,7471.0,2.14,4.01,FP
2.7873223,10.6299,3.671,5548.0,6466.0,1.46,,PC
4.4921154,14.9094,3.108,19562.0,5353.0,1.08,4.34,PC
2.2035349,13.3861,2.573,7570.0,6141.0,1.52,4.14,PC
3.4608812,19.0253,3.608,16514.0,5695.0,1.52,4.08,PC
2.49221,1.71311,1.605,1480.0,3450.0,0.45,4.78,FP
2.9284231,,3.835,5159.0,4885.4,,,PC
7.6644,9.9098801,4.1888923,8534.5638357,5694.0,1.04215,4.41,PC
2.4892754,15.5724,1.513,2750.0,6285.0,2.76,3.65,APC
1.97549,17.6764,2.409,5457.0,8523.0,2.46,3.98,PC
11.7512673,17.4049,2.143,7683.0,6571.0,1.68,4.12,PC
1.2257683,,1.874,5512.0,6205.8,,,PC
1.4858906,,1.697,7264.0,5196.8,,,PC
1.6923573,12.7696702,1.9912433,20172.9323968,5287.0,0.88876,4.5,PC
2.8778095,7.35828,2.824,4830.0,6131.0,1.05,4.46,FP
2.3466472,12.2268,1.957,25278.0,4477.0,0.75,4.53,PC
0.39149,5.95564,0.746,578.202,6216.1,2.25,3.73,APC
3.4895723,12.9484,2.378,32560.0,4315.0,0.71,4.57,PC
2.8817718,14.8764,2.842,13332.0,6137.0,1.38,4.23,PC
3.1082514,13.7608011,1.5649451,5659.4686877,6413.0,1.5486799,4.17,PC
5.5613023,10.4506,5.64,2200.0,5607.0,2.27,3.72,PC
2.3151015,,2.084,5256.0,4746.7,,,PC
4.4638411,9.59744,1.556,3791.0,5472.0,1.42,4.11,PC
5.7033411,15.2151,3.039,14730.0,5933.0,1.24,4.28,PC
6.7716021,16.5311,6.279,4580.0,6136.0,2.62,3.67,PC
2.1176601,5.16544,3.591,2000.0,5814.0,0.89,4.56,FP
2.2297524,10.5562,2.498,8798.0,5846.0,1.17,4.32,PC
6.0613441,27.91045,2.5796829,15346.1553014,5949.2,1.53715,,APC
3.4488281,15.6361,3.091,14430.0,5994.0,1.27,4.27,PC
2.1861455,11.5599,2.42,8780.0,5342.0,1.24,4.22,PC
2.9897732,17.6166,3.06,12893.0,6786.0,1.57,4.21,PC
2.9873441,,1.668,6090.0,5734.9,,,PC
3.4043154,20.3568,0.805,9317.0,5833.0,1.0,4.46,PC
3.1274951,17.6985303,2.5639391,13633.9167281,6457.0,1.41321,4.25,PC
2.6686464,12.9106,1.249,7370.0,5227.0,0.9,4.48,PC
1.5891628,12.5934,1.576,3550.0,6227.0,2.0,3.91,FP
12.0031646,10.9265063,5.2145528,5497.3001958,6362.0,1.40388,4.25,PC
3.8426038,12.7873,2.022,5880.0,7032.0,1.66,4.19,PC
5.9739124,2.3917735,3.1235464,232.5621027,6308.31,1.2845,4.438,CP
3.58529,1.77141,2.495,180.0,6308.31,1.28,4.438,CP
11.2304605,2.0754665,3.6009978,208.629137,6308.31,1.2845,4.438,CP
3.2399875,13.613,2.749,18440.0,5521.0,0.97,4.45,PC
3.5434689,,1.849,20265.0,5354.0,,,PC
3.3501179,17.5987,1.651,4066.0,6238.0,2.57,3.7,PC
6.2329571,14.2956,3.043,2367.0,6016.0,1.55,4.1,PC
1.8011961,9.1446,3.23,2280.0,7588.0,1.99,4.09,FA
4.7253516,17.6483,5.123,7817.0,7220.0,2.15,3.98,PC
3.9967263,11.278,2.886,12060.0,5313.6,1.0,,APC
4.6709424,21.2461,0.101,870.0,7211.0,1.79,4.14,PC
2.2171904,,1.639,3010.0,4656.0,,,APC
3.8522402,,4.195,17145.0,5371.2,,,PC
1.5464949,3.7295,1.101,930.0,5973.5,1.14,3.89,FP
10.6001229,10.601,5.375,6115.0,5647.0,1.51,4.08,PC
3.2292942,,2.47,10130.0,,,,PC
10.511362,11.935,3.112,16120.0,5908.0,0.92,4.54,PC
2.0615575,,1.694,4560.0,6213.0,,,PC
1.7922888,12.6983,1.622,18880.0,5095.7,0.89,4.47,PC
9.4258906,9.65497,2.406,4450.0,4507.0,0.67,4.64,FP
6.6080989,12.1125,3.928,6740.0,5993.0,1.5,4.12,CP
23.2547644,10.7553,7.935,9410.0,5627.0,0.88,4.55,PC
3.5472157,16.293,4.503,6550.0,5548.0,2.02,3.82,PC
2.041659,8.90978,3.521,3230.0,6806.0,1.56,4.22,FP
1.3600283,13.0911813,2.1652751,19427.6944703,5500.0,0.933975,4.48298,KP
3.6089193,17.0677,2.255,5318.0,5854.0,1.63,4.04,PC
2.2437501,10.0826,3.821,2880.0,7209.0,1.96,4.06,FP
5.3438948,16.9428,4.139,6479.0,7469.0,2.3,3.95,PC
3.8961515,8.40446,1.742,8620.0,5477.2,0.87,,FA
4.3533211,7.17236,1.894,21740.0,3422.0,0.46,4.77,CP
3.2358535,,3.777,5460.0,5095.6,,,FP
1.6212474,10.3122,3.262,1100.0,4949.0,3.11,,FP
3.2358247,,3.629,3260.0,,,,FA
2.8744227,13.3953,4.081,5002.0,6334.0,2.17,3.86,PC
4.0104917,,2.293,6051.0,12373.0,,,FP
1.5716819,4.5091786,1.9672248,743.4097278,4752.8,0.982066,4.37,FP
5.8423636,18.7395,2.416,2280.0,8648.0,3.85,3.6,FP
2.2774846,17.7506,3.756,1520.0,4827.0,4.7,,PC
6.397886,,2.296,9792.0,5324.0,,,PC
2.2237067,16.2026957,2.7337946,4640.0476893,6424.0,1.4399,,PC
3.8974136,6.8757,2.061,1990.0,6827.0,1.51,4.25,FP
6.4219775,,4.211,22004.0,6197.0,,,APC
17.2045725,21.5086,4.987,3770.0,6278.0,1.77,4.03,FP
3.4600026,17.6761,1.827,8214.0,5997.0,1.37,4.21,PC
1.81451,13.3431,1.746,12864.0,5696.0,1.17,4.31,PC
4.112385,9.65749,3.474,2110.0,5659.0,2.14,3.78,FP
3.6344447,14.25,3.871,9230.0,6272.0,1.42,4.25771,KP
3.7027104,21.058,3.572,12813.0,7493.0,1.9,4.12,PC
4.8982659,4.84123,2.874,2055.0,5696.0,1.09,4.37,PC
3.3378852,19.0038,3.261,5564.0,6274.0,2.15,3.86,FP
3.9606593,10.7218,3.442,5810.0,6647.0,1.4,4.29,PC
5.3798996,7.09264,2.85,8550.0,4930.3,0.76,,PC
3.8471662,7.48475,2.214,1770.0,5115.0,1.69,3.91,FP
3.0491667,,4.0262835,6641.051542,4579.5,,,FA
4.5432349,12.5868,3.609,12236.0,7998.0,1.16,4.6,PC
2.8278059,4.22619,2.174,650.0,6603.0,1.62,4.16,FP
4.3271416,14.5369,2.382,5340.0,5994.0,1.91,3.92,PC
2.48548,1.28248,2.621,160.0,5928.0,0.96,4.48,FP
5.4146235,6.6139476,2.9417261,4983.0756289,4888.0,0.880213,4.45,CP
14.7091662,6.5471787,3.6278152,5047.9326311,4888.0,0.880213,4.45,CP
1.3483075,3.1949876,1.7568331,1206.3535884,4888.0,0.880213,4.45,CP
4.3359117,13.9797,3.461,8530.0,5815.0,1.51,4.1,PC
1.82544,11.7503,1.744,21650.0,4324.0,0.77,4.49,PC
2.6325313,15.2766,4.167,4220.0,5407.0,2.42,3.64,PC
2.8067423,13.4381,1.997,17630.0,5863.0,0.98,4.48,PC
4.7427131,17.876,3.115,13560.0,5947.0,1.51,4.12,PC
1.8137851,,1.29,3625.0,4032.5,,,PC
4.3962009,,3.9496949,4441.9711318,4032.5,,,PC
7.0423707,14.7821,2.687,5890.0,4892.0,1.88,,PC
3.0755983,,1.617,6482.0,4355.4,,,PC
2.2963814,20.9239,2.649,7950.0,6620.0,1.87,4.04,FP
4.7559737,1.725417,2.5469696,398.6310113,5175.2,0.841842,4.37657,CP
17.1807214,2.1954034,2.1004813,680.1385904,5175.2,0.841842,4.37657,CP
3.2174446,,3.8917348,11554.503179,,,,FA
5.1175439,12.6029,1.483,3090.0,6429.0,2.07,3.92,PC
7.2089041,,3.445,6140.0,,,,PC
2.7991658,,2.157,9180.0,4841.6,,,PC
6.3262148,12.5231,5.353,4928.0,5842.0,1.9,3.9,PC
16.2840915,7.99273,6.45,4600.0,5770.0,1.2,4.29,PC
3.1239771,,2.73696,4477.1379466,4861.0,,,PC
3.6074546,2.69934,2.197,1168.0,5593.0,0.91,4.52,PC
3.9589142,15.2242,2.42,16160.0,5963.0,1.22,4.3,PC
5.8850401,6.61503,3.622,3030.0,5712.4,1.18,4.3,PC
3.532822,13.474905,3.44312,11283.619423,6153.0,1.25,4.34152,KP
2.5089892,5.46523,2.341,2970.0,5574.0,0.99,4.44,PC
10.0462596,16.4472821,2.1788712,18214.2478783,5637.9,0.945159,4.49,PC
2.4567112,3.05136,1.716,530.0,6223.0,1.16,4.39,FP
3.6142971,,2.016,14219.0,,,,PC
1.8020923,17.3634,2.949,8570.0,5760.0,1.85,3.92,PC
3.0295916,,2.473,14333.0,5081.3,,,PC
2.7761628,6.58454,2.139,1340.0,5778.0,1.84,3.92,FP
4.7257129,10.5468,2.701,1740.0,6139.0,2.48,3.71,FP
4.2989288,9.94472,3.022,4590.0,5671.0,1.45,4.12,PC
4.7308142,9.85689,3.062,8780.0,5777.0,1.05,4.42,PC
2.9626402,12.65489,1.9096724,27118.3262165,5473.0,0.718635,4.60845,KP
7.1357259,2.7853042,2.5094893,1047.4205923,5446.0,0.835627,4.57,PC
7.8808589,10.2354,4.788,5120.0,5914.8,1.41,4.17,PC
2.3238426,13.8867,2.391,9780.0,5983.9,1.38,4.2,PC
5.1191172,13.0806,5.563,6317.0,5926.0,1.7,4.01,PC
4.1508803,8.31799,2.256,12290.0,4460.0,0.73,4.56,FP
7.9927894,,3.884,16540.0,5530.9,,,PC
0.7583741,5.4111,0.748,850.0,6209.0,1.56,4.13,PC
4.5029619,9.44788,4.169,2890.0,8103.0,1.77,4.24,PC
1.972401,14.7348,2.435,7460.0,6184.0,1.6,4.1,FP
31.4001189,10.2456091,2.545496,15097.0640966,4953.0,0.791713,4.55,PC
1.7560902,7.52118,1.763,1650.0,6249.0,1.29,4.28,FP
4.6546139,12.7473,1.365,5540.0,5966.0,1.58,4.08,PC
1.5373948,5.76435,1.194,2710.0,5091.0,1.0,4.36,PC
0.7409429,4.58442,1.084,2460.0,5406.0,0.87,4.53,FP
21.7894491,,6.8044292,12276.8028409,6118.5,,,FP
17.356719,9.705386,2.5707102,12730.2717116,4697.0,0.760629,4.55,PC
4.567925,14.2306,3.047,18440.0,5675.0,1.04,4.41,PC
5.0518907,9.11036,3.743,3310.0,6328.9,1.55,4.15,PC
2.4076941,7.15781,1.438,4810.0,5702.0,0.98,4.46,PC
2.8668029,,1.879,7280.0,4871.9,,,PC
2.0381761,13.0071,1.988,23020.0,4928.0,0.82,4.52,PC
13.1757294,1.9602373,2.1570272,2479.3477138,3349.0,0.388609,4.94138,CP
6.614911,1.2731554,0.9654605,1060.5715819,3349.0,0.388609,4.94138,CP
23.1315739,,2.293,8950.0,4952.3,,,PC
7.2087245,,3.506,4690.0,5144.9,,,FA
6.7473822,13.1026,2.112,14810.0,5332.0,1.06,4.35,PC
1.6323062,15.8543427,1.890872,12429.1862217,5099.9,0.912575,4.45,APC
3.8823511,9.5364228,2.6909833,3177.344653,5622.4,1.68668,3.98,PC
3.5908038,9.85407,3.027,6690.0,5657.0,1.18,4.3,PC
6.7201811,11.5271,3.187,18030.0,4914.0,0.85,4.49,PC
3.6772391,13.2496189,4.2517064,13763.2116365,5801.0,1.11792,4.36,FP
1.1578392,11.2362,1.363,9660.0,6409.0,1.18,4.4,FP
2.7240303,10.9383,1.649,12600.0,5366.0,0.93,4.47,PC
2.1654694,13.5615,3.408,4990.0,5830.0,1.86,4.26,APC
3.1504798,10.0008,1.096,9210.0,5229.0,0.89,4.49,PC
6.5169955,2.26174,2.416,930.0,4937.5,0.71,4.64,PC
2.1390271,,3.556,19090.0,5869.6,,,PC
2.3079651,,2.064,1650.0,,,,PC
3.2175013,16.011,3.2,11871.0,7932.0,1.56,4.32,PC
3.0492435,,3.627,7425.0,,,,PC
4.3965758,9.71601,2.827,6250.0,5957.0,1.23,4.3,PC
5.5679111,9.5108395,2.4294368,12867.4456847,4887.0,0.801525,4.53,PC
3.1639309,,3.143,4080.0,6323.0,,,PC
1.9872259,15.6112,2.486,19450.0,6178.0,1.08,4.44,PC
1.33679,2.70732,1.488,700.0,5600.0,0.98,4.43748,FP
3.7519831,12.9516,2.891,17240.0,5389.0,0.97,4.43,PC
9.2584055,11.7073433,3.8583323,2039.8195589,5707.0,2.53632,3.64,PC
4.625568,13.2242,3.645,9810.0,5972.0,1.34,4.23,PC
2.0714803,9.7546,3.108,1660.0,7047.0,2.46,3.85,FP
15.634183,11.238,2.888,12980.0,5725.0,0.96,4.49,PC
2.8285323,10.3779772,2.7144158,9695.9755103,5257.0,1.02586,4.37,PC
5.6917579,12.6894204,5.3459619,5379.1683802,5783.0,1.66513,4.01,PC
3.1774814,13.9016,2.824,14190.0,6071.0,1.12,4.39,CP
2.7284428,12.71,2.201,10460.0,5686.0,1.21,4.28,PC
3.2462849,18.4686,1.513,9210.0,5895.5,1.06,,PC
6.7992776,1.09621,1.58,210.0,4913.8,0.73,4.54,FP
3.177514,5.10272,2.043,3640.0,4740.0,0.82,4.49,PC
3.0038696,3.44576,3.24,760.0,6171.0,1.2,4.35,FP
7.495973,12.6471,5.366,7790.0,5667.0,1.41,4.14,PC
10.4722034,3.13882,3.282,1769.0,5388.0,0.79,4.61,PC
17.7046155,2.8587599,4.2555427,1283.7058316,5388.0,0.791536,4.61,PC
4.9111786,3.4399601,2.6459244,606.3968298,6186.0,1.2372299,4.33,PC
4.1539244,9.73932,1.41,7500.0,5737.0,1.09,4.37,PC
10.1045108,3.3818,3.23,1490.0,5053.0,0.9,4.46,PC
2.7741864,3.6487,2.005,1910.0,5636.0,0.82,4.61,PC
1.1789842,5.02454,0.856,1160.0,5650.0,1.37,4.17,PC
4.3954123,2.02986,2.306,850.0,4836.0,0.73,4.6,PC
1.42744,7.86301,1.973,450.0,6000.2,1.33,4.36,FP
3.585982,,2.384,2920.0,6195.0,,,PC
4.3202706,,1.211,3400.0,6287.0,,,PC
2.6834113,2.33576,1.146,760.0,5221.0,0.76,4.62,FP
12.2740928,12.7514,3.532,14450.0,5674.0,1.05,4.4,PC
2.3757662,19.1019,3.323,7500.0,6676.0,2.2,3.9,PC
5.7152049,10.4523,2.783,2080.0,5845.0,2.25,3.75,PC
16.3558787,3.48406,4.674,1220.0,5740.0,1.0,4.45,APC
3.5322939,3.40196,1.901,2450.0,4003.0,0.66,4.59,PC
14.4348737,8.117,6.023,1640.0,5834.0,1.93,3.89,PC
12.320331,5.10721,2.327,5790.0,4103.0,0.65,4.62,PC
9.5730706,2.3053058,3.7949677,370.8091141,6101.0,1.11672,4.38774,CP
4.040413,1.5473747,3.5274466,143.394396,6101.0,1.11672,4.38774,CP
0.7676706,2.98877,1.057,340.0,6377.0,1.53,4.17,FP
12.2788421,9.64521,4.387,4960.0,5596.0,1.39,4.15,PC
10.7166249,2.16171,3.8540186,1308.3913665,4235.5,0.65,,FA
22.1575175,2.17495,3.374,837.0,5174.0,0.79,4.58,PC
4.8038539,4.0981388,2.7824259,2380.362129,4080.0,0.692076,4.56,PC
2.9855843,10.0005,1.184,9990.0,4602.0,0.82,4.48,PC
3.6311186,15.6552,2.416,6300.0,5979.9,1.63,,FP
25.0930011,10.3058363,5.5344286,5820.9357478,5775.0,1.33728,4.2,PC
2.5551882,13.5962,2.356,11630.0,5855.0,1.21,4.3,PC
5.201975,9.15316,1.175,4990.0,4950.0,1.18,4.21,PC
1.1096992,9.33715,2.097,620.0,8666.0,3.13,3.80083,FP
4.8952783,14.0672,5.325,4730.0,5828.0,1.77,3.96,PC
2.8622679,18.4047,2.646,14440.0,7167.0,1.49,4.3,PC
2.4307782,12.4035,1.708,1310.0,6015.0,3.3,3.45,APC
2.787945,7.5851475,1.5084757,3211.467356,5375.0,0.847241,4.55,PC
3.4138019,22.5559,2.877,9850.0,5150.0,2.24,,PC
4.7155974,18.3601489,3.4748078,11242.4339671,5873.0,1.5585099,4.08,PC
3.2428744,2.3171,2.417,1470.0,4016.0,0.58,4.72,FP
56.4043748,12.5447,4.069,9060.0,6433.0,1.25,4.36,CP
1.9795413,4.77367,2.088,2640.0,5275.0,0.92,4.46,PC
3.2724973,5.6778,1.459,5320.0,4279.0,0.75,4.51,PC
3.6623918,17.2805567,3.7669692,12253.6582523,6600.0,1.48532,4.20892,KP
6.269716,3.86288,3.696,1240.0,4812.0,1.08,4.26,FP
2.3382502,11.123,2.289,13090.0,5263.0,0.94,4.45,PC
11.7647926,11.5240963,4.4338184,4428.9591948,5801.0,1.69397,4.01,PC
4.1571604,,4.348,8040.0,5766.9,,,PC
0.9135968,2.17077,1.247,540.0,5987.0,0.89,4.58,FP
2.5139764,4.90303,2.36,560.0,6150.0,2.05,3.9,FP
3.7630305,5.96705,3.503,1580.0,6357.0,1.5,4.19,PC
3.8016217,13.6371,3.223,8310.0,6244.0,1.47,4.19,CP
