Orbital Period,Planetary Radius,Transit Duration,Transit Depth, Star’s Effective Temperature, Star’s Radius, Star’s Surface Gravity, Disposition
6.40938,10.1474,2.356,280.0,4650.0,8.3,2.54,FA
,3.1563904,9.1654068,912.2762923,5249.0,0.895408,4.48682,PC
723.8345008,13.1361697,7.382946,3119.2983693,5463.0,1.94771,3.77778,FP
1071.0898448,2.2407785,2.1734134,865.169438,4755.33,0.701499,4.62683,PC
52.9781419,11.4471492,4.7965246,6347.2690959,6461.8,1.33031,4.35,CP
5.8492379,1.18919,3.257,109.0,6461.8,1.33,4.35,PC
1134.6723963,11.7582195,8.6844623,11679.2159464,5842.0,1.0735199,4.39929,CP
11.5778362,1.5422129,3.8772499,217.3994918,5739.0,1.02607,4.51,KP
27.5920718,2.7050278,3.2743016,555.3352929,5739.0,1.02607,4.51,KP
,1.6208326,3.5341354,195.1972939,5739.0,1.02607,4.51,KP
3.0565259,15.1633,4.145,8800.0,5981.0,1.6,4.07,KP
2.6162769,1.0972867,1.134893,1120.6014184,3352.0,0.325635,4.8984,CP
4.8099755,22.6223,6.696,6965.0,6417.0,2.65,3.7,KP
3.3491408,5.37673,1.207,7210.0,3223.0,0.32,4.89993,CP
6.8161105,2.98458,2.718,1377.0,5175.0,0.84,4.54,PC
2.4590369,2.74738,1.862,1179.0,5175.0,0.84,4.54,PC
25.3369848,3.23582,3.214,1330.0,5175.0,0.84,4.54,PC
5.49826,16.2801,2.04,12929.0,6362.6,1.34,,FP
7.4355709,2.2761564,2.3450321,1310.6803156,4218.9,0.622512,4.67,CP
15.3468182,3.99579,6.425,665.0,5588.0,1.8,3.92293,CP
1.7386695,9.455763,1.1898354,13710.7615026,4746.0,0.820258,4.52746,PC
5.633477,13.2583,4.132,5651.0,6412.8,1.7,4.09,KP
3.9415041,13.8352,2.866,21330.0,5729.0,0.92,4.52,KP
0.4487349,5.8054498,2.8757897,3572.0328032,3975.0,0.627144,4.62844,FP
11.1900486,1.6608182,2.9741507,567.7989939,4958.0,0.695992,4.66667,APC
2.8758831,8.33267,3.14,3152.0,6084.0,1.46,4.17,KP
8.8720542,11.9849813,3.6593396,6144.296801,6042.0,1.47996,4.15,CP
7.1925327,2.5719,2.551,1180.0,5050.0,0.77,4.59,PC
1.46329,3.54656,2.431,750.0,6168.0,1.28,4.29,FP
0.77871,6.16036,1.458,670.0,7751.0,2.25,4.0,FP
2.57134,10.7406,3.824,920.0,7125.0,3.56,3.54,FP
51.94509,0.705818,8.094,2534.0,3203.0,0.23,5.01682,FA
1.3254567,14.4076,0.975,3365.0,5778.0,2.29,3.74,APC
5.7156075,13.6015651,4.0584797,12240.9298817,6664.0,1.18444,4.44,PC
17.0096703,13.5294,2.228,4730.0,6542.0,1.5,,APC
18.8243063,8.51397,4.397,1915.0,7014.0,1.95,4.05,PC
2.89453,6.20845,3.327,550.0,9714.0,2.68,3.98,FP
8.51226,5.90105,3.068,620.0,9387.0,2.35,,PC
1.261045,4.24615,1.246,384.0,6549.0,2.18,3.89,PC
11.1516668,2.91771,4.623,580.0,6319.0,1.19,4.38,PC
5.5470937,2.8717764,3.4350999,550.6948044,6319.0,1.1913199,4.38,PC
3.7321195,19.158,5.738,4180.0,6570.0,2.8,3.68,APC
11.2479927,4.96692,3.142,1277.0,6308.0,1.48,4.19,PC
43.8297863,2.8243863,4.3011392,647.2685163,5605.0,1.03654,4.39973,PC
3.8608551,11.2224,2.571,14670.0,5019.0,0.92,4.43,PC
1.37477,3.0101,1.601,960.0,5825.0,1.02,4.44,FP
2.41872,7.23529,2.685,1160.0,6535.0,2.16,3.9,FP
12.0135752,3.7307,4.274,1171.0,6178.0,1.23,4.33,PC
4.1207509,7.46471,2.158,973.0,9953.0,2.38,4.09,FP
9.07763,12.6842,5.928,5912.0,6125.9,1.72,4.03,PC
1.4971447,16.2528494,2.4024159,16266.2491958,6081.0,1.2431901,4.31,CP
7.4072602,14.7857,3.019,14765.0,5887.0,1.14,4.35,FP
13.7905315,2.60168,3.301,1140.0,5021.6,0.76,4.6,CP
5.30329,11.7443,3.707,1200.0,6054.7,3.48,3.41,PC
4.2529842,2.26991,3.138,283.0,6222.5,1.45,4.06,PC
13.5970194,2.03572,2.781,604.0,5985.0,0.88,4.59,PC
1.1633325,5.5717234,1.7800569,384.9566815,11265.0,2.61707,4.07,PC
1.62263,4.33692,1.555,1630.0,5016.1,1.01,,FP
4.27808,17.8096125,1.9576205,1096.6013542,4772.0,5.2787499,,FP
3.5684459,5.87762,2.934,939.0,8124.0,2.08,,FP
4.6981739,31.434,2.36,7417.0,6782.0,1.61,,APC
10.2207,2.95608,3.848,300.0,6748.7,1.72,4.13,APC
5.5986337,9.9822897,5.3892498,2541.1751726,6081.3,1.83732,,PC
1.51567,14.18,2.281,750.0,4963.0,4.96,,FP
3.7543552,4.6716,1.878,470.0,8398.0,1.75,4.27,FP
0.7363132,1.5332682,0.6736853,1322.5461054,3358.0,0.351676,4.438,CP
2.2657506,8.00485,3.419,388.0,10125.0,4.14,3.62,FP
1.45655,1.83776,1.51,580.0,4475.0,0.7,4.59,FP
4.04163,13.1608,1.719,3100.0,6895.0,2.36,3.87,FP
21.07626,11.6504,2.124,1890.0,7577.0,2.46,3.9,PC
8.8036803,8.9006,2.997,8360.0,5701.0,0.94,4.47,KP
,10.443271,12.5551812,1341.1309509,5701.43,2.7564499,3.56597,APC
1.76442,23.0,2.749,8800.0,9277.7,2.26,,FP
8.8128067,2.33219,2.325,787.0,5491.0,0.88,4.5359,PC
7.7690887,2.3663308,2.6251447,1416.7912077,3700.0,0.542573,4.70036,CP
5.9214229,1.0470381,2.4606208,140.4285921,5268.0,0.823126,4.56138,PC
5.6492853,26.5608527,4.0424046,44346.559983,5963.0,1.21025,4.31132,FP
6.3839247,2.2843976,1.5808909,358.7464972,5849.0,1.16353,4.33017,PC
5.6739336,2.587582,2.8074156,641.2779235,5873.3,1.00286,4.46212,PC
3.167981,,1.352,970.0,3546.0,,4.93943,PC
53.1991439,2.8396233,6.2024225,591.4602835,5729.0,1.15632,4.32178,PC
177.5830512,3.5953731,4.7901443,456.0908234,6594.0,1.59978,4.16825,PC
4.7981694,2.3133532,2.1425123,1051.0675882,4065.0,0.667797,4.59496,PC
10.3563596,2.4103206,3.4814933,923.942127,5149.6,0.772148,4.6,CP
35.1257472,3.17021,2.839,2066.0,5149.6,0.77,4.6,CP
21.0153047,3.78219,4.315,2072.0,5149.6,0.77,4.6,CP
6.1155829,1.56167,1.941,322.0,5284.0,0.85,4.54246,PC
6.2772478,2.5385441,1.5325014,910.5215536,5244.0,0.800741,4.58339,FA
1.4923179,1.2607994,1.1558314,669.71826,3577.0,0.480553,4.75448,PC
9.3174113,2.0623382,1.7011801,1790.5546209,3577.0,0.480553,4.75448,PC
22.4586196,2.1229458,7.1989719,445.0003089,5493.0,0.978381,4.43001,PC
63.5809449,3.0597346,3.6561358,1446.5029644,4868.0,0.72252,4.61964,PC
10.5054362,1.947929,2.4850401,1320.6016253,3742.0,0.515547,4.72382,CP
5.1097197,1.3996848,1.6354976,540.1814411,3742.0,0.515547,4.72382,PC
30.2004765,2.6056,4.517,520.0,6004.0,1.15,4.36245,PC
17.969639,3.0570342,4.238817,1231.0381518,4410.0,0.767286,4.507,PC
6.0784031,2.07448,2.117,1810.0,3630.0,0.47,4.76664,CP
8.1490285,2.5781465,2.3210553,2850.6795113,3630.0,0.466766,4.76664,FP
,3.4610442,6.7940415,1885.160909,5134.0,0.799051,4.57244,PC
41.7540004,2.75297,4.491,820.0,5337.0,0.91,4.48036,PC
20.261655,2.4206095,2.9685197,612.9485468,5337.0,0.914083,4.48036,PC
,2.2664482,16.0960466,548.082765,5647.0,0.953815,4.48001,PC
124.72987,3.5130935,7.2967692,1781.9160024,4902.0,0.831423,4.5026,CP
49.9950015,2.65286,5.109,1080.0,5274.27,0.78,4.61038,PC
4.3794298,2.3149088,1.6639354,969.6957616,4892.0,0.742779,4.50955,APC
230.92212,3.6785805,15.8602661,284.9247434,6395.0,2.1204,3.89312,PC
177.2188871,2.0323111,5.5590645,294.429628,5809.0,1.15025,4.33351,PC
4.3032642,2.66568,2.5737232,710.7656808,5468.73,1.05,4.37458,PC
53.8108713,2.2249096,4.2655099,965.1696621,4455.0,0.730261,4.55621,PC
18.7931749,1.7151271,1.09889,1844.6985474,3457.0,0.376775,4.84825,PC
17.664866,1.2984859,2.7644951,736.3925122,3746.0,0.463205,4.76979,CP
28.1722501,1.4475246,3.3983448,950.5653623,3746.0,0.463205,4.76979,CP
3.1190716,1.6229796,1.1585974,2964.5828911,3285.0,0.247331,4.98992,CP
6.3878202,2.041471,1.4551851,5857.0164704,3285.0,0.247331,4.98992,CP
1.7890217,1.6741803,1.9190564,391.6251669,5264.0,0.791524,4.59586,FP
,2.4661884,12.4131426,230.8387014,7788.0,1.5457799,4.32577,PC
19.5078657,3.92839,4.603,1770.0,4316.0,0.71,4.56,FP
9.0105414,2.1513682,1.8443264,4125.0713,3275.0,0.330146,4.438,PC
23.6573994,3.0681221,2.308778,1180.9350567,5535.0,0.846615,4.57126,PC
9.0753271,2.5831328,3.6156842,586.9172699,5619.0,0.997589,4.44,PC
6.7060238,2.12647,1.6782365,542.9365808,5292.0,0.807811,4.58201,PC
,3.219425,3.3394704,1474.5340825,5292.0,0.807811,4.58201,PC
2.6620728,1.2172175,1.7235054,220.9994213,4884.0,0.799716,4.54,PC
20.2926468,1.7004976,3.7402567,319.9395199,4884.0,0.799716,4.54,PC
3.2723118,1.46772,1.815,464.0,4907.0,0.72,4.62,PC
5.904369,1.35959,2.653,351.0,4907.0,0.72,4.62,PC
15.1808746,1.86864,2.808,689.0,4907.0,0.72,4.62,PC
1.9803146,1.16969,1.66,306.0,4907.0,0.72,4.62,PC
9.56111,1.6790876,3.0128111,381.556764,4907.0,0.723757,4.62,PC
15.9152686,2.2277479,1.1393111,652.5574248,4718.0,0.821067,4.49012,PC
0.6332593,5.3027904,0.8622011,1191.4597195,5590.0,0.976212,4.45374,FP
2.45457,14.183,2.39,19250.0,5565.0,0.97,4.45,CP
6.8019625,29.3148832,2.9121651,15465.6374163,6300.0,1.42268,4.22,APC
0.67249,15.7288,1.801,7890.0,6647.0,1.7,4.12,CP
6.5638575,7.6270781,1.7124147,2132.1775602,5873.97,1.08871,4.35182,APC
32.76639,3.20531,6.089,500.0,6073.0,1.39,4.21,FA
1.2680452,2.24707,1.027,538.0,5477.0,0.95,4.46,FP
14.0120582,4.4835127,5.9348633,751.5203056,7184.0,1.58046,4.25,PC
155.8237,5.5521957,10.641846,1164.4006092,7184.0,1.58046,4.25,PC
5.24612,5.61881,4.194,1030.0,5286.9,1.76,,FP
6.2099619,14.369,4.49,4090.0,6382.0,2.1,3.9,PC
3.6944323,3.05838,4.915,312.0,8153.0,2.11,4.09,FP
5.3089937,3.29803,5.876,531.0,6927.0,1.65,4.18,FP
28.6620782,12.4971,4.351,2600.0,6280.0,1.72,4.05,FP
2.34483,4.2647,1.417,370.0,6398.0,2.13,3.89,FP
7.2008611,12.0629,2.03,50063.0,3606.0,0.5,4.74,CP
0.3352715,4.4688,0.7189856,19687.8213975,3332.0,0.3,4.94964,APC
5.7998189,2.6346124,1.014374,8567.3390223,3179.0,0.240233,4.99978,CP
2.3195654,12.4030722,2.0259086,19508.6953576,4325.66,0.628365,4.438,APC
3.5852284,14.5431829,3.0197224,16909.228538,5852.0,1.06725,4.40684,KP
10.3088514,4.0217464,3.8012836,2122.245998,5432.0,0.843702,4.56341,PC
3.5539283,21.2028076,3.6341388,9368.3887704,6184.0,2.0085199,3.9042,KP
5.0316347,15.3999,5.265,4912.0,6350.0,2.16,3.87,KP
1.306188,16.758883,1.4177746,24746.2794438,5489.0,0.820181,4.59342,KP
5.5080682,10.7299795,2.6399995,21584.7573167,4790.0,0.740113,4.58765,KP
16.3413889,2.629079,5.3764481,372.0970618,5991.11,1.12506,4.37711,CP
4.627664,14.3694,2.306,6190.0,6727.6,1.55,4.22,KP
23.5199045,2.30502,3.222,1243.0,4566.4,0.67,4.93,PC
7.7565534,1.1359985,2.4341043,286.2558604,4566.4,0.672062,4.93,PC
5.0052605,13.6314528,4.9057646,7641.404098,6115.0,1.46701,4.16703,KP
1.8468345,16.4012,2.565,13237.0,6352.0,1.36,4.27,KP
3.2440454,21.0498466,3.6774272,15011.9381969,5703.0,1.38951,4.16,KP
3.8266587,2.4536347,2.0605848,1181.8154296,4175.0,0.716312,4.54,PC
9.2292078,3.21883,2.817,1606.0,4406.0,0.77,4.50428,CP
95.8531625,5.95763,5.024,5975.0,4406.0,0.77,4.50428,CP
2.7884723,13.9432645,2.9462464,14467.6854046,5833.0,1.12956,4.35385,KP
7.8519082,2.1705803,1.6318726,3873.9591492,3384.0,0.34388,4.87998,CP
14.1502269,18.6317683,3.8264451,41358.8663923,4882.0,0.873952,4.45655,APC
1.4821845,27.5079498,2.5956827,16269.2562793,6835.31,1.31284,4.37191,FP
1.4013784,13.9977478,1.7042715,19735.2001267,4984.0,0.934977,4.41028,KP
18.5537012,1.57606,3.438,448.0,5346.2,0.8,4.6,PC
9.695961,0.808552,2.772,122.0,5346.2,0.8,4.6,PC
2.4706114,13.7703405,1.794486,14310.7159758,5854.0,1.01613,4.45,KP
18.2616878,2.85973,3.434,971.0,5674.0,0.94,4.49483,CP
9.3004351,1.5550304,2.3510062,1595.2088627,3472.0,0.363966,4.86042,PC
5.5899401,12.1202,5.032,3840.0,7437.0,1.95,4.09,PC
37.3415931,2.1417,5.351,766.0,5452.0,0.88,4.53224,PC
10.2611329,12.2521,7.369,1900.0,6202.0,2.78,3.63,CP
5.8924856,17.4655,3.134,4530.0,7272.0,2.13,4.0,FP
26.2049782,10.15497,5.8635323,5593.1821784,6115.0,1.3363301,4.25,PC
23.48522,14.0152,3.546,6020.0,5930.0,1.51,4.11,FP
0.5842495,5.50799,0.559,1041.0,6020.0,1.34,4.18,PC
26.2851404,3.082863,2.7692779,975.2076991,5821.0,0.96445,4.44094,PC
2.2263798,6.51393,2.863,1270.0,6446.3,1.84,4.03,FP
15.64643,16.1126,7.75,6010.0,5660.0,1.95,3.86,FP
3.3772835,15.3058361,3.6434514,7216.4961357,6688.0,1.73235,4.11,CP
2.7180835,4.2423946,6.1842922,329.1728205,5668.0,2.1805999,3.76,FP
3.8240826,16.0547024,2.5172521,10096.1098633,6243.0,1.38719,4.24,CP
3.7246883,10.8811,3.078,3320.0,6144.0,1.74,4.02,CP
0.67554,15.6973,0.922,680.0,4872.0,2.74,,FP
8.4249043,15.0361,2.311,21600.0,5756.0,0.93,4.51,FP
8.6007557,10.7988,3.304,5090.0,5389.0,1.5,4.06,CP
10.0509704,13.5943,6.129,8660.0,5844.0,1.41,4.16,APC
34.5059318,10.4625162,3.8206653,17387.9834231,5025.77,0.801736,4.66348,CP
17.3890454,6.4840125,2.6516541,2971.7532268,5025.77,0.801736,4.66348,CP
2.2390502,2.73215,1.64,490.0,6021.0,1.25,4.29,PC
1.5873866,1.09083,1.51,110.0,5028.0,0.81,4.55,FP
12.9773004,7.75284,4.391,997.0,6610.0,1.66,4.14,FP
5.2132496,3.72907,3.765,750.0,6318.0,1.47,4.2,PC
1.09333,12.2642,1.975,1250.0,5274.0,3.39,,FP
0.9499997,14.0337,2.544,4200.0,7421.0,2.16,4.0,APC
5.1354577,3.3405,3.716,353.0,6515.0,1.99,3.97,PC
23.0531698,9.12613,1.228,2940.0,5752.0,1.19,4.3,FP
37.83633,13.5094,5.713,8240.0,6641.0,1.26,4.38,FP
8.2148505,10.4375,3.839,3140.0,6183.0,1.81,4.0,PC
3.1385875,4.70639,3.541,584.0,6278.0,1.55,4.08153,FP
9.2786686,2.23168,4.577,527.0,6018.0,1.12,4.39,PC
1.78166,13.9111,2.765,8160.0,6528.0,1.49,,FA
1.78252,18.6528,2.729,1920.0,5085.0,3.7,,FA
0.6856225,3.35129,0.751,723.0,5829.0,1.06,4.41,FP
2.9601848,4.21067,2.014,960.0,6069.0,1.33,4.24,PC
4.4379727,20.3565337,4.7176624,16222.5125043,5967.0,1.5696599,4.08,KP
7.8914271,12.9299942,4.2653156,9822.0002486,5883.0,1.27992,4.25,KP
3.5224751,15.9014832,3.2804955,8602.325645,6179.0,1.5817,4.11,KP
3.024111,12.0899079,2.7209657,7558.6411086,6041.0,1.36388,4.22,KP
15.1689723,11.7952966,2.0633315,7818.5475582,5713.0,1.12898,4.34,CP
0.4384814,0.6505972,0.5192935,486.4774785,3146.0,0.284538,4.438,PC
8.3522143,1.8017268,1.6637119,3924.642229,3146.0,0.284538,4.438,PC
260.1740061,11.3192423,24.0527095,4747.959592,5739.0,1.62762,4.03,CP
8.379057,4.97002,2.899,2930.0,5574.0,0.91,4.51,PC
3.5484481,15.2165016,4.5123025,7022.0056891,6295.0,1.78185,4.03,KP
6.5011256,,5.442,4370.0,5485.0,,,PC
6.9067868,13.4176028,6.6850674,1751.7778572,5731.8,3.1513801,3.65,CP
7.2147718,10.1239555,4.0147754,8580.1836801,5440.3,1.08637,4.4,PC
4.476922,14.3955457,2.971921,9095.8829177,5772.2,1.37148,4.4,PC
2.7492277,12.683,1.688,11250.0,5344.0,1.14,4.4,PC
3.735051,14.2690959,2.4293974,8964.0239073,5829.0,1.36818,4.3,PC
4.4343277,11.8751226,2.8960794,13087.3233045,4979.4,1.00254,,PC
4.4617755,31.9660922,5.4532494,18854.6431909,6354.0,2.23892,4.24472,FP
5.3160704,19.5006469,4.3526595,14202.6126293,5477.0,1.5522701,4.4,PC
4.0115394,15.3487909,2.2686483,14587.5117969,5741.0,1.13908,4.3,PC
6.2643442,11.6261491,3.8202596,10552.2490654,5262.0,1.12916,4.4,PC
2.1223673,12.9814367,1.5855365,8056.3340252,6079.0,1.19653,4.33912,CP
15.3419095,1.7005,2.736,683.0,4669.0,0.69,4.63,CP
4.164514,8.9598265,2.0579197,7675.7705005,5101.7,0.933443,,PC
1.1953968,3.5030245,1.5752293,1127.2344564,5728.0,1.02917,4.4217,CP
4.954648,13.0889,3.639,7357.0,6562.0,1.47,4.24,KP
4.9549631,18.4504689,5.9565174,8236.2566801,6282.4,1.99207,3.92936,KP
3.3771114,8.6110106,2.4508029,4515.155077,5614.86,1.28017,4.21917,KP
10.6953083,2.84818,2.044,920.0,5272.71,0.88,3.98846,CP
2.9360281,7.18912,2.118,6790.0,4983.6,0.83,0.2,PC
1.3477642,6.61528,1.112,762.0,6252.0,1.47,4.19,PC
11.9124942,11.3754057,3.7520869,19304.2778014,5064.0,0.823883,4.53576,CP
3.05631,20.0727443,3.0708372,17308.3639678,6344.0,1.44638,4.21787,APC
2.2250514,10.0926189,2.3678871,13144.590055,5103.0,0.883426,4.48023,KP
0.8891483,14.8249782,1.1970992,44722.5890994,3653.0,0.649887,4.60969,FP
1.7690121,10.5045599,1.0172953,10110.2139841,4683.0,0.701795,4.62,KP
8.000489,10.9709265,4.6706895,4606.7419685,6146.0,1.55738,4.12,CP
0.6743453,12.4716613,0.9010413,103652.0705638,3228.0,0.321846,4.90232,PC
3.4391152,13.6350253,3.3615891,12391.7493402,4955.0,1.21438,4.4,PC
0.62425,1.671618,0.774288,954.060325,3765.0,0.525,4.75169,FP
12.7846809,11.7994875,4.8533784,19658.0816662,5077.7,0.836244,4.4,PC
3.0911721,1.666703,1.9714799,349.193899,5253.0,0.834386,4.54958,CP
5.1293855,8.9112749,2.8939597,9414.7547938,5116.3,0.920804,4.45,PC
5.179282,9.3730831,2.6320655,5746.9651279,5784.0,1.21172,4.3,PC
2.4156482,,2.837,3550.0,5727.0,,4.3,PC
5.7772122,2.8693434,2.56341,1470.3821261,4882.7,0.729818,4.6,CP
5.6807412,6.2844217,4.1093897,1892.9692302,6295.0,1.38612,4.3,PC
3.8300359,11.7278481,4.1744985,7753.4083536,5916.0,1.3126301,4.3,PC
0.3456911,10.1929,0.648,2800.0,6282.0,1.05,4.3,APC
10.1688722,12.8424534,4.3884108,7366.339761,5161.7,1.3986,4.3,PC
,8.85869,0.68,5530.0,5709.0,1.0929,4.438,FP
1.3926549,13.3635819,2.0005269,7098.4535786,5615.0,1.2094899,4.39,PC
8.4536777,4.0269258,3.5738006,2872.2887525,3588.0,0.698009,4.60198,CP
2.2456869,17.5083,3.155,12600.0,6381.0,1.5,4.2,PC
6.9309657,13.513657,5.2921448,6887.4200394,5847.0,1.59136,4.3,PC
0.5055105,4.9709812,0.648232,2269.199137,4996.3,1.01489,4.5,PC
3.5775562,,3.531,4060.0,5823.3,,4.3,PC
0.9017685,4.77441,0.635,958.0,5828.0,1.36,3.9,PC
4.2217717,2.81922,2.561,594.0,5763.48,1.21,3.99846,APC
11.5472009,3.1457403,1.0326107,663.4411526,5763.48,1.20847,3.99846,APC
3.36296,2.69668,2.594,750.0,5420.0,0.9,4.5,FP
4.98668,5.51463,2.267,860.0,6046.0,1.64,4.06,PC
14.445918,3.290507,1.533311,1273.806981,5063.0,0.87237,4.48439,FA
1.79217,21.4342,1.797,1710.0,4884.0,4.7,,FP
5.46278,19.5752,1.274,2982.0,,1.69,,FA
11.45959,,0.956,650.0,,,,PC
2.50876,11.5931606,1.2523065,5830.0602325,5226.0,1.13416,4.28,APC
2.91615,13.4791,1.481,2280.0,6103.0,2.69,3.64,APC
17.14012,8.14257,1.176,2180.0,6378.0,1.67,4.1,APC
3.5315897,14.2116,2.689,7230.0,6209.0,1.62,4.09,CP
0.49642,5.57222,0.572,1000.0,7000.0,1.41,4.33,FP
3.3904897,2.40673,2.878,260.0,6113.8,1.43,4.19,PC
92.1950921,18.9408,4.206,3760.0,5030.6,3.0,,FP
705.5844658,17.179547,1.9189212,101204.8459939,3689.0,0.487,4.78104,APC
3.06555,5.41363,2.483,2920.0,5285.0,0.71,4.7,FP
3.3243,21.7252,2.337,1150.0,4779.7,5.76,,PC
6.53144,6.77621,5.713,700.0,6037.2,2.58,3.66,PC
5.41418,,4.428,7850.0,6664.0,,,APC
5.46377,12.894,1.036,4010.0,5286.9,1.95,,PC
3.7981107,4.13478,3.914,750.0,5042.0,1.51,4.04,PC
2.9663437,2.02837,4.44,206.0,5807.0,1.59,4.14,FP
5.41402,15.9563,4.418,7780.0,6394.3,1.75,,FA
62.1624516,10.3408,4.319,3710.0,7546.0,1.66,4.24,PC
1.27349,13.6856,1.655,920.0,4982.0,4.35,,FP
,5.5237367,4.8120529,4104.5873474,4658.0,0.710768,4.53096,PC
0.8153098,1.19041,1.373,189.0,5729.0,0.97,4.47487,FP
11.5743561,18.1309835,6.0493763,14285.1321998,5776.0,1.4578,4.13,PC
12.379649,8.6993926,3.3314543,711.2691437,6582.0,2.7841101,3.69,PC
85.4244796,4.4208054,3.6658465,1134.2233028,5697.0,1.29609,4.21712,FA
26.4579842,2.90965,3.372,397.0,5706.0,1.37,4.84423,PC
11.9526103,11.4014,2.74,9860.0,6049.0,1.25,4.438,PC
13.9631929,2.3118575,4.5245027,812.9002244,5270.9,0.813544,4.438,PC
35.1896444,2.2253696,3.3254029,4524.9353925,3446.0,0.326932,4.89707,CP
9.6799809,14.6081,1.806,15870.0,5980.0,1.11,4.39,FP
16.5899263,5.4428798,2.1573675,642.4369483,6690.0,1.7449,4.1059,PC
,4.214299,2.67,13400.0,3396.0,0.334,4.91468,FP
0.3524597,1.76224,0.578,305.0,5432.0,0.9,4.51,CP
1.9011452,5.7647423,1.6128566,1640.9567262,5392.0,0.986402,,PC
1.4937444,1.62102,2.044,160.0,6328.0,1.28,4.32136,PC
,1.6330887,14.9235889,357.7289632,5599.0,0.852643,4.57217,PC
121.3342908,4.1767182,6.1861599,1830.5369311,6140.0,0.957395,4.54184,PC
0.8294084,2.4799192,0.5583289,254.6127529,5951.67,1.52424,4.438,PC
2.326343,1.9763187,1.2195051,4153.6144436,3244.0,0.261162,4.97167,CP
3.4950422,1.2734423,1.0311342,2004.426903,3022.0,0.242745,4.99625,CP
2.0344366,0.901106,0.958248,1142.0994266,3022.0,0.242745,4.99625,PC
2.2891027,0.9131404,0.8344032,1384.622855,3022.0,0.242745,4.99625,CP
7.1566025,3.1263063,1.218975,674.5586897,5910.35,1.13489,4.35957,PC
1.4206036,1.1974247,1.6483243,448.0101837,3872.0,0.548484,4.69525,FA
2.8411415,1.42162,1.174,530.0,3872.0,0.55,4.69525,PC
10.4029111,1.8465904,1.3721731,824.1851185,3872.0,0.548484,4.69525,PC
,2.432614,1.51,30400.0,2808.0,0.128,5.20628,FA
,2.7599934,4.6288711,261.9656428,6380.43,1.61077,4.1278,PC
26.5456672,29.1697,2.582,8290.0,6180.0,1.68,4.06,APC
32.8236817,5.1519952,15.237374,368.5500142,6258.0,2.63025,3.68336,APC
46.5710978,2.1305645,6.1832559,328.3531481,6495.0,1.15083,4.43957,PC
2.6796164,1.8334769,0.9028948,827.5423687,3943.0,0.63072,4.62547,CP
1.1188024,1.44009,1.119,427.0,3943.0,0.63,4.62547,PC
20.1546939,2.3244125,1.3244754,1039.4977103,4863.0,0.712388,4.63136,PC
76.8663962,1.9249103,6.7753035,341.5578492,5482.02,0.877042,4.5343,PC
,3.3789105,12.4042036,178.9213506,6358.0,2.43663,3.76624,PC
1.4663344,1.87124,0.447,920.0,3412.0,0.32,4.9014,PC
3.1434463,2.34132,1.501,803.0,4962.0,0.79,4.55115,PC
2.6865041,13.7470239,2.5524772,12250.4189724,5738.0,1.18274,4.23836,KP
18.6016754,9.1300283,2.3690896,559.9932489,6175.0,3.7007,3.37301,PC
210.668358,2.8961818,10.3865576,342.5966404,6683.0,1.52592,4.22146,PC
12.5520766,2.8228669,6.8268193,202.0868952,7020.0,1.84505,4.09526,PC
0.4018586,0.5525072,1.5779753,111.3648011,3621.0,0.520283,4.7197,FA
4.9707023,2.38733,2.586,487.0,6109.0,1.21,4.33438,FP
27.2672016,1.5781136,2.4164839,1154.3278885,3546.0,0.460014,4.77262,CP
179.4031712,3.7472354,10.7569968,618.5780905,6863.0,1.4648,4.27882,PC
11.8120707,1.7481305,3.3324162,189.027556,6037.0,1.20105,4.32817,PC
8.9172211,2.7931797,2.6426767,2147.0816912,4066.0,0.605243,4.67766,PC
63.39545,3.3507179,5.1295954,851.8694759,5717.0,1.0149601,4.43377,PC
3.1260778,10.9257115,1.7185367,11383.7527081,5100.0,0.874706,4.4651,KP
0.3862197,1.1988782,0.9122445,437.6381201,3863.0,0.566304,4.67991,PC
9.405877,1.977596,1.5560322,1425.9330181,3869.0,0.475701,4.75875,PC
7.0767314,2.4422,2.444,630.0,5781.0,1.0,4.45679,PC
6.0683318,2.1199939,1.9825707,1742.7332385,3668.0,0.499376,4.73795,PC
340.3877311,3.6888424,9.2318877,718.3774619,6424.0,1.27808,4.33722,PC
60.06632,7.64759,2.409,990.0,5660.0,1.47,4.10485,PC
139.2632286,1.8388146,15.5650549,403.2688035,5373.01,0.90717,4.49164,PC
22.048775,1.9509885,3.8087167,540.6928554,4836.0,0.794435,4.53282,PC
,2.8951165,7.6412469,1990.1263914,4239.0,0.659937,4.61861,PC
165.0031583,4.5170453,5.0545903,2976.5490435,5780.0,0.699973,4.56973,FA
13.340145,3.929267,4.611198,589.893526,6467.0,1.57943,4.16063,FA
4.8566656,3.2987328,2.585881,1163.8416088,5607.0,0.796892,4.63178,PC
15.4432661,5.7063938,3.8493075,4652.019556,5607.0,0.796892,4.63178,PC
,7.6712645,17.0708835,8209.2875404,5607.0,0.796892,4.63178,PC
6.0541622,4.01623,4.592,255.0,6187.0,1.61,4.09624,PC
1.3103832,9.8603222,1.6240216,3904.2824741,5228.0,0.928507,4.45189,APC
0.7196291,12.2917419,1.474746,4971.1456595,6454.0,1.69458,4.3,FP
9.4070515,3.9938238,2.6715391,967.7626685,6223.0,1.2331001,4.33525,PC
