Orbital Period,Planetary Radius,Transit Duration,Transit Depth,Star’s Effective Temperature (Kelvin),Star’s Radius (in solar radii),Star’s Surface Gravity (log10(cm/s²))
8.60965352,3.33,2.218,63.2,5418.0,4.233,3.447
1.40469182,217.25,6.26327,702440.0,6230.0,1.863,4.043
10.306982793,81.21,11.4277,341790.0,5912.0,1.217,4.225
1.109841858,177.78,8.11952,300710.0,5788.0,3.211,3.607
13.8911152,1.12,5.062,204.9,5472.0,0.79,4.499
7.234965722,34.03,7.0245,164850.0,5653.0,0.798,4.573
7.45301717,37.37,3.685,551.5,4475.0,16.755,2.329
2.442941283,48.18,4.1847,37338.0,5780.0,1.0,4.438
3.684337918,12.52,2.1931,76.7,9609.0,2.108,4.149
11.2570616,162.84,29.059,690240.0,6915.0,1.875,4.012
21.858963291,114.63,6.32492,117110.0,5923.0,2.06,3.904
1.461270059,26.29,16.467,3348.7,5226.0,0.674,4.651
9.4022333,23.61,2.79,316.0,4597.0,13.874,2.42
6.76890076,1.24,3.616,123.1,5737.0,1.125,4.327
9.543584955,77.97,3.72007,68184.0,5537.0,1.785,3.837
1.96134311,41.53,11.856,207.8,6221.0,2.198,3.935
18.611957253,65.5,4.24721,124830.0,6492.0,1.17,4.32
0.73240662,3.65,4.33,329.0,7392.0,1.772,4.135
2.954598,89.95,24.79,337.8,6955.0,2.161,3.885
0.562006231,0.58,3.496,14.2,6609.0,1.455,4.17
3.21559054,18.8,16.261,202.4,6300.0,1.036,4.414
1.547426532,3.62,16.1346,532.9,6612.0,1.264,4.303
12.851722103,47.26,5.71731,42519.0,5838.0,0.967,4.438
4.2055797,1.8,19.4,100.5,6190.0,1.259,4.261
486.77832,9.3,15.29,370.8,5039.0,4.95,3.295
28.2682167,1.22,1.355,197.0,5496.0,0.838,4.564
0.957476003,2.47,0.6624,450.7,6312.0,1.122,4.338
1.559360638,94.2,5.4458,280070.0,7002.0,1.488,4.193
0.57627248,,1.75,,,,
1.6037058,1.54,9.067,32.8,6400.0,2.512,3.877
2.313367981,33.55,2.42645,13438.0,5508.0,0.764,4.598
76.01811375,63.58,13.4849,80671.0,6703.0,1.892,4.018
0.82883944,,1.83,,,,
0.70965042,1.49,1.318,223.4,5618.0,1.002,4.373
1.574063832,28.63,5.6357,1118.1,5951.0,0.962,4.411
2.51989935,1.04,1.55,147.2,5646.0,0.841,4.549
3.867613816,69.23,5.36467,340910.0,5780.0,1.046,4.364
0.733726452,0.86,2.309,114.6,5855.0,0.797,4.578
36.473115046,53.1,2.91005,161930.0,5452.0,0.766,4.594
4.238855579,38.01,5.2235,68002.0,5655.0,0.804,4.482
3.62657392,0.79,1.791,98.5,5416.0,0.8,4.579
1.17033848,0.98,11.56,17.3,8027.0,2.314,3.997
7.841066931,56.33,5.47901,342090.0,5973.0,0.829,4.562
0.902403563,6.17,1.7129,4759.5,5776.0,0.755,4.599
8.7998722,1.09,1.153,270.3,4298.0,0.675,4.603
4.292599454,64.04,4.73293,140030.0,6467.0,1.174,4.377
6.87778029,1.19,3.199,124.0,6274.0,1.062,4.434
2.113197701,50.13,3.46341,57316.0,6215.0,1.463,4.138
11.02822674,75.47,8.275,278040.0,6271.0,1.387,4.199
70.37626987,40.43,6.4205,116050.0,5458.0,0.755,4.603
12.9489256,0.94,2.162,331.0,3867.0,0.525,4.734
0.772803664,1.11,1.368,290.2,4535.0,0.668,4.607
7.549299761,18.8,2.46338,44576.0,5085.0,0.634,4.679
0.530972263,9.32,3.653,48.6,6185.0,0.991,4.472
0.530967171,92.29,3.8102,378390.0,5951.0,0.991,4.439
1.606163631,130.46,4.92516,144600.0,8027.0,2.314,3.997
42.032096076,79.17,11.6768,391260.0,6618.0,1.117,4.393
0.619303759,4.71,6.6038,74.5,7138.0,1.684,4.137
22.470494368,19.12,7.39097,45979.0,5315.0,0.697,4.636
130.235324,2.44,5.678,750.1,5616.0,0.903,4.529
37.482223878,114.14,4.81451,28977.0,6422.0,2.415,3.78
3.71186243,0.95,1.032,53.9,6302.0,1.258,4.299
1.077358008,70.64,3.6713,311050.0,6100.0,1.064,4.397
3.55643514,0.75,8.529,45.8,5831.0,1.109,4.289
0.5366497,0.92,2.887,105.4,5822.0,0.898,4.529
1.12284501,,0.95,,,,
1.480324075,47.81,3.20209,400010.0,5260.0,0.717,4.56
12.08353781,50.33,7.90317,43087.0,6770.0,2.214,3.89
10.692115,2.71,4.657,408.4,6474.0,1.242,4.311
0.934926138,58.67,3.1925,131940.0,5962.0,1.078,4.423
17.1677675,0.97,2.975,335.1,3761.0,0.526,4.724
8.50207749,0.75,3.057,117.3,4889.0,0.715,4.57
0.93374699,103.98,6.168,172.1,4909.0,5.272,3.136
0.933759404,0.99,3.491,114.9,5766.0,0.866,4.514
0.93373711,0.37,3.151,12.9,6300.0,1.025,4.391
3.0082548,,2.38,,,,
45.43324862,77.25,14.242,414350.0,5731.0,1.08,4.359
1.398890216,57.48,4.9641,66012.0,6134.0,1.051,4.378
1.322475635,14.03,5.307,997.3,4668.0,0.548,4.7
12.314402323,75.21,5.8903,393900.0,6247.0,1.066,4.433
0.691823991,1.23,5.965,165.9,5226.0,0.962,4.404
25.431861399,43.42,5.23771,46565.0,5754.0,0.9,4.458
3.98855869,2.4,1.467,214.1,5791.0,1.646,4.057
20.413052415,35.03,4.4621,92672.0,5941.0,0.963,4.487
3.773744,2.44,15.2,85.2,7302.0,2.069,3.965
0.527679032,0.79,1.395,84.1,5799.0,0.86,4.548
0.527673075,0.42,1.3693,26.1,5367.0,0.828,4.514
2.44295727,44.35,4.0656,15298.0,5780.0,1.0,4.438
3.31587688,1.27,3.152,185.6,5385.0,0.875,4.476
49.788613011,32.57,7.41807,219220.0,3892.0,0.542,4.708
18.1772927,1.5,4.703,213.1,6158.0,1.026,4.455
1.38607973,0.6,8.7,64.6,5261.0,0.768,4.562
3.09872834,0.64,1.89,248.0,3628.0,0.41,4.842
0.648868342,72.32,2.82428,34770.0,6531.0,1.524,4.12
5.088582739,46.02,7.6066,448.9,7514.0,1.955,4.052
1.1611022,,2.48,,,,
0.792023257,0.81,3.2604,176.6,4447.0,0.625,4.632
10.643743766,47.87,6.29783,436510.0,5282.0,0.694,4.578
1.7317958,1.19,2.924,60.6,5691.0,1.508,4.095
8.65298599,1.36,1.549,313.8,5210.0,0.749,4.538
1.19563447,14.94,5.3934,8245.0,5583.0,1.413,4.115
0.550537628,1.93,1.216,72.0,8098.0,2.199,4.013
19.9310602,2.42,8.48,97.9,5500.0,2.491,3.775
2.53470797,50.25,20.143,328.2,6440.0,2.254,3.874
0.530799654,2.92,3.487,318.5,6534.0,1.622,4.128
0.56818769,,2.0,,,,
1.0094779,,3.72,,,,
0.91057795,,2.73,,,,
1.0429419,2.49,7.22,412.0,5780.0,1.0,4.438
0.813998812,1.36,0.675,183.4,5705.0,0.989,4.424
6.12650913,9.08,15.43,2434.0,6881.0,1.534,4.252
0.720589427,1.95,4.329,70.0,8497.0,2.211,4.07
0.573036404,9.97,1.3176,4174.5,5745.0,1.196,4.29
0.643171495,54.03,2.31285,41160.0,5899.0,0.989,4.387
14.086776961,65.6,10.1279,106840.0,7138.0,1.89,4.062
14.7639145,0.93,3.14,162.5,5541.0,0.733,4.613
1.872620976,31.43,1.7626,1530.6,6031.0,1.004,4.427
1.118510435,0.75,1.111,72.7,5918.0,0.865,4.544
17.527826808,49.36,5.78491,347520.0,5079.0,0.732,4.579
27.467217305,38.87,4.17961,71766.0,5503.0,0.742,4.536
40.879068,3.35,6.562,499.2,6072.0,0.923,4.51
0.566802325,1.4,1.842,288.4,5233.0,0.824,4.489
2.64185268,3.56,1.76,149.8,5195.0,2.935,3.409
0.634946497,52.75,2.40541,426550.0,4446.0,0.737,4.567
5.077746556,54.93,3.1718,18837.0,6174.0,1.271,4.235
2.00383703,0.67,3.473,42.3,6045.0,1.028,4.439
5.321224925,40.62,7.48973,98872.0,5787.0,0.758,4.544
2.340534383,69.55,4.43017,241360.0,6300.0,1.136,4.349
0.580724809,0.75,1.82,64.2,5989.0,0.933,4.492
501.07647447,,3.21,,,,
1.72933255,0.69,3.631,29.7,5921.0,1.211,4.22
1.729338354,139.36,6.8524,140160.0,5587.0,2.553,3.754
0.567493852,65.47,1.35349,7984.0,6370.0,1.548,4.053
2.54031121,1.2,1.83,173.3,5778.0,0.911,4.531
2.105238039,75.1,5.23595,94675.0,5947.0,1.885,3.943
7.226944171,237.79,23.0124,682180.0,6270.0,1.36,4.199
31.973311701,272.44,13.2105,75054.0,7854.0,3.462,3.669
1.64125844,,4.51,,,,
1.371587993,4.91,12.901,456.1,7045.0,1.604,4.154
20.849919614,2912.48,13.7687,313090.0,7355.0,1.984,4.042
15.120212531,33.11,3.50007,24616.0,5232.0,0.725,4.554
3.481657589,78.24,4.75315,347010.0,6225.0,1.291,4.191
0.739769962,82.29,1.95901,20729.0,6465.0,1.847,3.947
6.570421193,33.99,4.4698,60118.0,5812.0,0.908,4.484
0.541405029,125.64,2.7481,327660.0,5096.0,1.782,3.889
2.17814186,0.92,1.988,127.7,5101.0,0.84,4.506
10.54884842,,1.17,,,,
5.89773974,1.0,2.243,77.9,6300.0,1.126,4.371
0.609662423,110.14,4.24033,140920.0,7498.0,2.274,3.964
1.74145041,1.46,1.712,370.6,5238.0,0.764,4.598
0.953299962,35.67,1.69478,2236.6,6183.0,1.02,4.407
20.2944118,774.73,0.357,453.9,5865.0,0.918,4.518
2.745640575,47.22,3.04508,45265.0,5780.0,1.0,4.438
17.9908273,1.88,1.436,660.0,4918.0,0.752,4.546
12.180721266,63.25,4.15602,414950.0,5750.0,0.882,4.538
50.467024395,52.88,8.96181,103140.0,6137.0,1.012,4.448
198.11309,1.09,15.59,53.3,6163.0,1.486,4.144
0.84986054,67.45,1.3875,6571.5,5164.0,1.676,3.949
0.933728196,0.85,3.441,67.7,6170.0,1.032,4.43
2.03742712,0.9,3.939,36.0,6356.0,1.358,4.215
5.274819905,100.89,4.6688,108960.0,7247.0,1.834,4.111
0.527678272,75.31,2.33166,247740.0,5321.0,1.475,4.069
3.55027051,1.15,1.879,212.7,5497.0,0.8,4.581
5.70509519,1.58,1.58,283.6,5455.0,0.927,4.448
65.4317194,59.22,12.2384,153410.0,6201.0,1.04,4.431
1.718649321,39.08,3.94095,190570.0,6071.0,0.865,4.541
7.2949175,11.67,41.04,182.8,5289.0,0.731,4.614
7.2935801,17.41,40.02,124.5,5900.0,0.951,4.509
42.9261364,1.84,2.578,378.4,5628.0,0.953,4.503
1.89129338,0.42,5.677,33.8,4986.0,0.733,4.558
1.89124453,1.19,5.08,31.0,5850.0,1.977,3.72
1.89134201,0.92,4.674,128.9,5658.0,0.815,4.567
87.87826191,110.85,12.8138,339060.0,5784.0,1.642,3.985
15.926632768,57.95,7.42888,271860.0,5496.0,0.917,4.471
0.958116585,49.16,2.3496,2374.1,6032.0,1.365,4.147
39.841522897,116.52,8.79024,143680.0,6078.0,2.07,3.946
1.891268461,399.93,8.24958,641910.0,11287.0,4.662,3.642
1.89114441,6.57,8.724,49.9,4267.0,0.627,4.637
61.25964956,54.72,12.1777,233260.0,5912.0,0.889,4.532
0.872359598,67.08,3.74512,267050.0,6240.0,1.048,4.391
374.318792,243.21,5.96,1541400.0,5997.0,0.815,4.572
5.627911313,81.61,7.08223,434330.0,6280.0,1.115,4.361
0.62927655,4.64,0.9698,839.5,5628.0,0.976,4.388
1.22578134,53.32,2.235,99376.0,5780.0,1.0,4.438
0.751408792,41.48,2.2974,17481.0,5697.0,0.903,4.46
0.866344816,6.85,1.9188,233.6,4936.0,4.527,3.055
2.24294107,0.75,2.532,39.4,6082.0,1.184,4.195
0.950487062,1.35,2.9283,11.5,8107.0,3.385,3.698
5.579631021,90.32,3.38646,118320.0,6188.0,1.022,4.427
21.37831102,97.23,21.7174,80571.0,4905.0,3.484,3.3
129.847318,1.45,13.057,198.4,6133.0,1.032,4.427
0.541396363,2.04,2.384,181.0,7118.0,1.489,4.212
0.550509602,5.02,1.1836,123.5,4891.0,4.529,3.169
2.404293523,888.7,4.4649,8150.9,4697.0,17.032,2.204
0.8867443,,3.16,,,,
25.836831272,50.72,6.32201,145040.0,5691.0,0.897,4.477
0.94895231,2.51,3.952,57.7,6661.0,3.067,3.666
11.702203927,57.95,2.75173,28999.0,6148.0,2.133,3.793
2.28494301,1.0,1.01,161.8,5396.0,0.789,4.571
3.722775537,90.36,14.3309,107590.0,5425.0,2.592,3.678
1.245342215,90.34,4.40308,234090.0,6967.0,1.476,4.25
0.604755462,1.29,1.3741,334.5,4842.0,0.726,4.616
439.21978,1.81,9.392,342.3,6553.0,0.962,4.479
8.144135648,56.52,8.88876,87881.0,7605.0,1.862,4.123
0.566795196,0.35,2.18,14.8,5680.0,0.908,4.516
0.566798827,0.52,3.662,34.9,5548.0,0.889,4.473
0.56678012,0.49,3.257,27.6,5674.0,0.911,4.506
0.566800113,0.58,3.315,104.0,3844.0,0.526,4.721
0.56679293,0.86,3.814,101.1,5812.0,0.853,4.551
0.566809491,0.55,3.156,69.5,4987.0,0.654,4.611
0.566799218,0.79,4.227,18.2,6108.0,1.753,3.893
0.566797404,0.64,4.109,69.4,5313.0,0.784,4.51
22.2548897,2.16,13.454,83.8,5349.0,2.388,3.76
4.719336335,91.91,2.83787,12367.0,6792.0,2.058,3.971
1.258274109,25.98,1.92467,14160.0,4937.0,0.587,4.669
8.966610607,56.94,4.01883,59618.0,6480.0,1.132,4.351
15.32763411,291.01,6.0662,17749.0,4830.0,6.784,2.987
2.10413487,67.03,4.2269,321240.0,5780.0,1.0,4.438
6.767341062,52.84,4.49213,244950.0,5926.0,0.843,4.513
1.92730001,45.99,18.812,6177.1,6057.0,1.11,4.352
48.79936881,67.36,8.80873,324550.0,6170.0,0.992,4.472
1.01485981,1.61,1.65,243.0,6158.0,1.024,4.453
5.882036054,119.09,5.16326,238520.0,5837.0,1.187,4.282
4.059428737,67.38,5.26926,245220.0,6610.0,1.33,4.281
15.3902613,4.39,3.431,76.8,5649.0,4.994,3.282
279.036565,30.25,31.92,395.2,6072.0,1.273,4.285
26.8552365,1.49,2.185,194.2,6045.0,0.955,4.494
19.35954117,101.44,12.8464,386980.0,6198.0,1.567,3.96
16.2347636,1.28,4.2,115.5,6478.0,1.188,4.371
1.287097944,0.89,1.94,106.1,5906.0,0.852,4.494
3.5565617,0.52,6.691,68.0,4964.0,0.633,4.628
3.55646511,0.56,4.72,46.1,5475.0,0.818,4.479
3.661895766,374.78,35.6374,35477.0,6793.0,1.589,4.101
2.3518268,39.82,5.797,576.6,5445.0,1.426,4.14
2.35195525,59.62,5.98883,212830.0,6550.0,1.225,4.324
1.882438182,74.77,3.50695,344200.0,6322.0,1.213,4.211
3.57944367,0.87,1.869,117.2,5341.0,0.801,4.546
8.2553499,3.28,3.959,54.5,5403.0,3.6,3.559
5.682410334,72.9,5.33373,220420.0,5897.0,1.196,4.278
2.199069234,118.99,6.30646,225250.0,6613.0,1.925,4.014
1.481655821,59.19,3.4913,59134.0,6478.0,1.174,4.307
0.93370968,0.38,3.356,62.2,3615.0,0.42,4.839
10.6982275,1.73,3.198,246.0,6277.0,1.097,4.417
1.388509353,52.43,2.84811,37638.0,6075.0,1.13,4.315
9.089355023,68.91,6.4006,101480.0,7675.0,2.015,4.051
0.94808587,37.72,8.03,229.8,6875.0,2.856,3.798
10.368552685,61.14,4.37878,153230.0,5855.0,0.944,4.418
7.20558084,1.33,2.997,58.0,6002.0,1.693,4.025
13.8602646,19.71,74.26,481.1,5667.0,0.796,4.535
13.639480425,44.0,3.12422,81103.0,5461.0,0.846,4.517
392.50115,1.9,9.88,391.2,5128.0,0.988,4.388
5.29655591,1.3,3.93,135.4,6268.0,1.1,4.429
6.882686062,60.49,5.47323,373660.0,5704.0,0.948,4.483
1.407937865,19.09,1.585,50793.0,4627.0,0.741,4.564
1.89117723,164.49,6.986,176.2,5086.0,6.86,2.66
52.884577,48.13,7.892,11969.0,6483.0,1.078,4.42
1.429439352,54.36,2.424,3367.1,6491.0,1.371,4.223
8.8324193,0.98,2.252,74.1,6060.0,1.133,4.29
2.821328194,40.0,5.02692,64776.0,6701.0,1.506,4.121
5.88836941,1.21,1.05,119.9,6243.0,1.084,4.39
11.961308501,51.58,4.6414,310680.0,5564.0,0.785,4.587
204.280255,8.99,37.2,10579.0,4907.0,0.727,4.582
0.572079631,29.45,2.27811,127790.0,5233.0,0.639,4.625
0.822314545,0.54,3.3374,32.7,5709.0,0.938,4.409
31.005392846,141.82,3.073,560310.0,5023.0,1.784,3.9
2.189097,13.92,5.768,3001.0,3624.0,0.406,4.848
17.51191534,52.64,5.678,728.8,4029.0,20.888,1.786
521.10826,1.5,18.36,244.7,5942.0,0.947,4.432
41.3701638,59.95,29.254,6907.1,4764.0,6.883,2.777
1.306220168,83.16,5.14519,481370.0,6600.0,1.124,4.238
631.632,1.56,16.13,295.1,5689.0,0.894,4.493
0.756511623,77.4,2.81832,41596.0,6343.0,1.417,4.199
10.845286549,319.52,4.3876,7473.8,5096.0,7.023,3.094
32.45541269,23.48,7.3736,136390.0,4869.0,0.543,4.71
3.39401963,1.03,2.984,98.4,6181.0,1.029,4.431
5.917085496,75.86,23.7545,563290.0,5661.0,0.987,4.383
0.958871144,45.91,2.74361,232350.0,5530.0,0.892,4.425
0.5402463,6.2,13.93,1148.0,7296.0,1.498,4.249
1.288046428,2.18,3.637,32.3,5216.0,3.871,3.287
4.200206781,105.07,5.21948,82364.0,6873.0,1.923,4.051
6.091954982,26.96,3.60482,36700.0,6063.0,0.913,4.424
5.52507406,0.8,2.565,61.5,5600.0,1.037,4.378
485.52409,6149.09,11.04,4147.0,5227.0,0.8,4.584
0.76647343,42.33,2.46345,199900.0,5297.0,0.722,4.594
5.2439783,1.03,10.1,93.5,6029.0,0.956,4.481
5.2436639,0.88,10.53,93.5,6212.0,0.862,4.537
5.2438269,0.76,8.235,128.6,4634.0,0.689,4.597
0.56678702,0.27,3.074,7.5,6045.0,0.999,4.375
2.19642864,0.79,4.933,99.5,5376.0,0.806,4.576
2.19635512,82.04,9.65516,266550.0,6438.0,1.273,4.182
26.718417546,66.69,8.14155,72976.0,5957.0,1.286,4.168
0.615787196,3.5,3.067,110.6,6315.0,3.075,3.603
548.08441,2.35,17.66,560.0,5780.0,1.0,4.438
2.213964145,57.06,6.7598,123360.0,6256.0,1.514,4.037
3.226232203,1.01,0.4022,36.3,6534.0,1.437,4.203
1.025534511,43.68,3.52048,110950.0,6267.0,0.919,4.487
7.64941291,53.4,6.56935,236250.0,6387.0,1.076,4.398
13.174807933,51.06,3.37392,71071.0,6067.0,0.997,4.433
0.655094658,26.41,6.159,372.0,6063.0,1.012,4.476
3.33287187,,7.13,,,,
0.692239369,67.05,2.91121,62962.0,6163.0,1.358,4.137
17.030857558,73.8,4.24308,77832.0,5575.0,1.423,4.066
2.352446342,1.24,1.6802,32.5,6749.0,2.003,3.941
43.797829003,93.43,7.70289,415020.0,6860.0,1.292,4.326
4.254417651,133.79,6.55436,294550.0,6292.0,1.235,4.256
18.778162159,127.57,8.1018,488410.0,6794.0,1.71,4.102
1.25451792,,2.64,,,,
1.575710265,246.75,6.83787,173950.0,5017.0,4.293,3.35
2.534740757,52.52,4.85013,364350.0,5810.0,0.781,4.56
37.59406667,43.08,8.9943,28618.0,5941.0,0.917,4.426
3.6972959,1.07,21.335,19.7,6313.0,1.594,4.12
6.855624762,33.93,3.02199,70873.0,6109.0,0.931,4.476
80.7060641,15.47,6.8899,11852.0,6053.0,0.949,4.494
2.17814513,1.22,2.321,136.0,6053.0,0.949,4.494
1.089077111,77.59,3.8834,304070.0,6126.0,1.176,4.285
1.089057762,0.44,1.637,37.4,5096.0,0.737,4.582
0.379412331,1.59,1.561,594.0,4331.0,0.666,4.62
0.585940879,26.57,4.6979,1943.6,5459.0,0.797,4.583
3.90735046,0.83,2.896,109.3,5497.0,0.809,4.577
0.646523404,0.85,3.917,25.2,7257.0,1.631,4.185
0.626431697,34.05,2.0171,37224.0,5134.0,0.721,4.56
2.696354974,80.71,5.39585,245990.0,6472.0,1.579,4.08
377.501257,2.16,11.98,541.4,5751.0,0.94,4.508
14.762889172,53.72,6.52705,79330.0,5691.0,1.031,4.354
4.5638537,2.97,13.05,71.9,5446.0,2.39,3.793
1.463775066,1.2,0.953,45.1,6781.0,1.651,4.125
8.098754149,123.02,5.62354,56616.0,6328.0,1.45,4.16
0.587938916,29.98,1.40211,7339.5,5237.0,0.74,4.543
246.87131,2.02,10.69,433.6,6168.0,0.96,4.488
0.71957289,,1.79,,,,
1.559090282,129.87,4.95211,226980.0,7279.0,2.624,3.856
1.81993557,0.66,2.43,109.1,4205.0,0.578,4.668
0.612888148,0.93,2.822,43.1,6720.0,1.368,4.276
15.541358818,149.19,2.44433,10308.0,5092.0,3.54,3.42
7.1969168,1.1,4.525,47.1,5530.0,1.575,4.045
12.8177012,1.21,3.465,75.6,6290.0,1.385,4.151
2.274628199,104.26,4.52648,103970.0,6389.0,1.947,3.914
85.338393,11.4,8.5,633.0,4850.0,4.696,3.134
5.499941793,59.94,11.3096,47751.0,7079.0,2.634,3.827
2.629870555,34.05,6.606,101310.0,5566.0,0.967,4.382
1.97362159,,3.29,,,,
0.947554749,0.67,1.097,65.4,5508.0,0.84,4.569
6.62761199,82.03,6.15281,227140.0,6316.0,1.333,4.231
50.271927,2.94,6.073,574.5,6520.0,1.215,4.375
28.597880332,74.25,7.71925,85952.0,6590.0,2.474,3.787
30.476518853,71.42,10.2264,326630.0,5527.0,1.073,4.315
252.1638623,50.74,23.92,103790.0,5432.0,0.745,4.608
2.23416013,,2.12,,,,
22.271198511,39.79,4.58598,179040.0,5068.0,0.73,4.556
73.894163515,39.18,9.48995,213900.0,5442.0,0.841,4.469
1.124033822,98.04,5.5728,247560.0,7141.0,1.563,4.208
2.796661168,47.68,3.3781,2363.8,6331.0,1.326,4.146
15.288709179,54.56,5.00366,512470.0,4464.0,0.719,4.577
1.83592242,46.3,5.9942,30746.0,5930.0,0.976,4.472
1.15495063,,2.31,,,,
128.208643,6.15,2.745,212.2,7128.0,3.811,3.52
1.516372183,1.06,1.239,93.8,6142.0,1.046,4.456
8.784575777,104.57,5.3022,262980.0,8144.0,1.914,4.139
1.949700508,56.11,4.35014,38119.0,6469.0,1.193,4.385
9.948701373,29.19,3.2922,2749.5,5152.0,0.786,4.517
3.457078812,86.12,5.24058,315520.0,6526.0,1.482,4.182
3.735993484,571.07,17.4877,617990.0,5467.0,4.055,3.432
6.63448023,1.04,3.603,71.2,6463.0,1.225,4.313
12.4239677,0.87,16.01,162.4,4995.0,0.698,4.58
0.639721284,46.59,2.69771,465920.0,4794.0,0.625,4.633
1.25338826,0.64,3.828,44.7,5869.0,0.942,4.513
1.002591901,0.87,1.247,143.2,4893.0,0.739,4.574
1.620813697,43.95,5.9968,121320.0,5757.0,1.177,4.209
3.37116682,0.98,4.708,71.4,5653.0,1.163,4.288
5.2434664,2.83,18.47,119.4,5047.0,0.766,4.574
5.2439542,0.81,9.82,143.8,4920.0,0.691,4.636
5.2441517,0.91,9.69,90.1,6060.0,0.925,4.509
5.2443332,0.58,11.268,29.9,5952.0,0.971,4.489
20.726069913,51.9,6.47393,118860.0,6011.0,0.902,4.522
0.566801447,0.57,2.352,16.2,5966.0,1.349,4.184
0.566794934,1.15,4.399,68.9,6395.0,1.049,4.436
0.566800287,0.88,3.487,73.9,6075.0,0.969,4.486
0.566791946,1.54,2.77,125.7,5836.0,0.97,4.5
0.566790294,0.89,3.641,64.0,6100.0,1.093,4.358
0.566799725,0.77,4.097,46.7,5576.0,1.132,4.297
0.566801325,1.07,4.176,92.1,6273.0,1.021,4.454
14.854415674,29.77,5.13753,77410.0,6214.0,1.022,4.444
38.47674409,33.8,5.10744,173170.0,5294.0,0.79,4.507
10.643110689,31.72,88.1118,316.3,5930.0,1.473,4.084
1.587485742,41.52,7.7489,246570.0,5863.0,0.821,4.566
6.613671,0.91,4.211,32.8,6056.0,1.597,4.071
1.79621807,1.54,10.16,47.0,7117.0,2.09,3.988
20.2594232,1.23,19.27,82.6,6602.0,1.269,4.301
1.48062814,0.76,2.898,62.5,6187.0,0.937,4.499
1.489442254,115.45,5.51392,417900.0,6962.0,1.62,4.148
1.12679793,21.07,12.079,227.2,5662.0,0.84,4.56
0.998217563,88.64,3.90851,87567.0,6980.0,1.755,4.06
2.68814059,0.92,1.12,145.2,5636.0,0.734,4.613
0.58640848,0.48,2.616,61.3,4556.0,0.615,4.676
33.46947449,127.38,11.8874,164610.0,5934.0,3.075,3.581
1.827558898,118.28,4.72808,314680.0,5977.0,2.077,3.854
62.519211,1.9,2.523,277.6,6343.0,1.137,4.411
97.991569,1.41,4.665,126.8,6499.0,1.169,4.378
349.85525,2.63,5.42,842.0,5941.0,0.885,4.533
2.488812012,83.26,5.94523,131000.0,6499.0,1.497,4.084
0.51811818,1.09,0.3969,99.0,6240.0,0.929,4.502
542.52829,1.07,11.06,75.2,6099.0,1.212,4.204
1.057080807,0.97,1.82,60.6,6000.0,0.946,4.487
11.567974732,45.65,5.96595,416030.0,5290.0,0.648,4.669
21.294733865,71.55,7.60143,123180.0,6039.0,1.278,4.242
317.062416,1.59,7.438,442.9,5366.0,0.715,4.625
13.4959496,1.62,2.085,253.6,5962.0,1.019,4.464
0.855763492,72.82,3.64361,131660.0,6679.0,1.326,4.286
2.045166206,131.41,6.84312,263640.0,7128.0,2.135,3.95
2.41349123,2.11,11.29,57.0,6628.0,2.595,3.783
0.447820618,1.42,0.4199,58.3,5927.0,1.607,3.988
43.2675604,1.61,8.331,69.1,5747.0,1.729,4.018
1.23133063,0.54,3.7,78.9,4237.0,0.631,4.63
0.61566096,0.84,2.669,13.9,6619.0,2.23,3.89
1.23140522,0.81,3.338,51.3,5600.0,1.118,4.32
11.3251153,1.26,2.126,297.2,5334.0,0.727,4.574
31.9714488,0.87,8.52,42.9,5846.0,1.323,4.169
9.762550001,68.93,4.87531,41580.0,7199.0,1.95,4.055
16.9163386,0.68,2.521,64.2,5628.0,0.81,4.513
37.0200232,2.14,1.421,581.0,5685.0,0.886,4.537
2.521265,1.16,2.69,36.5,6306.0,1.874,3.828
5.674353343,51.63,4.17722,36484.0,5594.0,1.071,4.303
0.734426335,51.42,2.7415,99056.0,6108.0,0.997,4.471
0.734426409,0.98,1.569,94.1,6406.0,1.005,4.458
0.565713361,0.81,0.954,86.4,5220.0,0.881,4.48
13.782522208,41.84,8.27762,248940.0,5246.0,0.668,4.604
1.89121656,0.73,5.14,66.8,5741.0,0.884,4.438
3.693702974,62.55,3.37146,25208.0,6309.0,1.396,4.265
10.265613245,61.45,5.67553,150460.0,5865.0,1.423,4.169
2.163569702,85.64,7.60963,54518.0,6425.0,1.718,4.04
0.730956716,0.57,2.097,27.8,6028.0,1.078,4.371
7.04715073,1.54,1.434,282.5,5941.0,0.911,4.519
7.047106212,119.64,3.16223,69626.0,8162.0,2.321,3.973
0.961292561,92.55,4.64294,325530.0,6300.0,1.404,4.188
63.68192888,71.45,12.6047,341720.0,5979.0,1.054,4.386
9.455586047,178.47,8.42272,115170.0,7221.0,4.24,3.488
1.246585716,81.28,4.62051,406770.0,6440.0,1.183,4.369
0.898932836,1.51,2.437,61.1,5712.0,1.872,3.959
3.45423296,0.95,2.965,149.8,4186.0,0.635,4.662
7.304451735,59.02,4.09326,143630.0,6024.0,0.9,4.523
1.181046137,37.78,2.6923,52609.0,5229.0,0.692,4.58
0.68396452,,1.3,,,,
2.025580416,43.23,4.48448,44998.0,6348.0,1.99,3.996
58.64379,1.05,24.44,182.1,5833.0,0.775,4.537
20.28281916,22.46,36.048,2797.5,5043.0,3.956,3.284
4.931365987,139.59,14.7088,255950.0,6562.0,2.263,3.835
