Orbital Period,Planetary Radius,Transit Duration,Transit Depth,Star’s Effective Temperature (Kelvin),Star’s Radius (in solar radii),Star’s Surface Gravity (log10(cm/s²))
19.65639342,2.83,3.226,843.2,5288.0,0.74,4.613
62.81584402,57.62,2.6901,1688.4,6340.0,1.492,4.23
70.468171,3.46,6.653,922.4,6461.0,1.131,4.396
56.86716792,,4.23,,,,
3.93246069,1.65,2.1763,455.5,4841.0,0.779,4.533
0.921030497,1.62,2.6077,101.5,5843.0,1.615,4.069
5.960400011,2.85,2.8617,828.3,5418.0,0.886,4.534
85.3514875,6.31,6.7504,4674.7,5584.0,0.938,4.478
23.02028478,7.58,3.544,5077.8,5613.0,0.956,4.496
69.72646639,11.65,3.7177,4491.2,6430.0,1.731,4.107
1.609321941,1.57,1.6067,728.5,4224.0,0.603,4.662
9.51220046,1.99,2.9497,1169.4,4224.0,0.603,4.662
4.72941177,1.22,2.234,434.3,4224.0,0.603,4.662
4.887803076,4.82,2.36255,4315.8,4778.0,0.763,4.591
4.437962934,18.05,4.69813,16388.0,5953.0,1.415,4.175
20.74028645,4.24,10.3939,1023.3,6226.0,1.299,4.264
1.207852845,38.59,3.5802,49720.0,5601.0,0.797,4.533
2.379282197,25.74,3.1729,48434.0,6392.0,1.162,4.399
26.0692512,23.61,7.487,831.5,5585.0,0.91,4.409
9.69501146,2.08,2.75,515.2,5896.0,0.914,4.516
15.3825394,2.14,3.815,550.5,5896.0,0.914,4.516
1.818939148,1.82,1.644,331.2,6153.0,0.962,4.487
40.1097817,3.11,5.2096,732.0,5509.0,1.169,4.265
0.708621057,1.2,1.5041,187.5,5422.0,0.887,4.484
2.46106962,0.84,2.184,84.2,5418.0,0.886,4.534
3.403743926,10.77,1.5017,815.9,5596.0,0.853,4.533
8.03753796,1.54,2.9118,286.5,5044.0,0.804,4.511
2.43902575,2.61,1.1598,82.5,6546.0,2.784,3.817
56.3587987,5.04,6.927,2559.6,5446.0,0.821,4.525
242.467406,1.73,12.808,340.3,5637.0,0.943,4.399
169.4976085,9.06,7.77,12192.0,5270.0,0.787,4.592
76.13622222,4.78,7.9393,2949.5,5591.0,0.892,4.494
4.9883872,2.59,9.142,638.2,5819.0,0.823,4.565
2.586878667,19.84,6.1614,25480.0,6812.0,1.172,4.343
3.964333304,37.09,4.7136,25886.0,5758.0,2.318,3.808
1.525924389,49.86,3.15998,24627.0,6203.0,1.06,4.427
5.910371418,12.62,3.88962,17219.0,6200.0,0.958,4.488
0.917568975,11.92,2.0654,15805.0,5713.0,0.893,4.541
5.92365747,0.99,2.6302,406.5,3883.0,0.496,4.762
105.3582299,1.87,3.81,1210.2,3883.0,0.496,4.762
3.24325988,12.91,3.03318,16451.0,5823.0,1.013,4.438
7.79668781,2.44,4.6699,361.3,6521.0,1.276,4.352
56.4758069,3.22,5.961,1091.8,5497.0,0.839,4.57
92.8747294,2.64,7.474,658.8,5497.0,0.839,4.57
1.538180949,1.0,1.2635,841.0,3364.0,0.274,4.978
10.4188915,3.17,3.0069,670.0,5692.0,1.064,4.36
20.4998763,2.8,6.501,437.8,6249.0,1.076,4.428
1.921437488,1.77,1.9046,278.7,5238.0,0.851,4.472
96.109323,4.01,9.877,982.3,5792.0,1.005,4.375
20.38174802,3.16,3.7922,1597.1,4883.0,0.808,4.515
7.00447892,1.19,2.669,231.4,4883.0,0.808,4.515
5.101375725,2.84,2.595,894.6,5869.0,0.954,4.479
17.7940049,312.48,4.091,879.4,6273.0,1.044,4.442
3.47021401,2.4,2.289,1105.2,4922.0,0.744,4.555
30.69395532,13.72,2.9512,18121.0,6137.0,1.018,4.46
2.139325409,11.61,2.8056,6897.8,4765.0,0.666,4.642
29.481061268,16.61,3.6636,11871.0,5631.0,0.901,4.41
572.376632,5.8,24.42,1743.4,6226.0,1.299,4.264
2.233799622,28.63,3.04,2658.5,5741.0,0.846,4.555
31.13862664,12.88,5.2482,11427.0,5919.0,1.0,4.485
13.93068791,1.4,2.312,186.5,5497.0,0.839,4.57
20.4074846,2.9,8.839,363.4,5823.0,0.972,4.472
12.36564669,24.89,3.644,388.4,6075.0,0.952,4.495
10.35078415,1.97,6.253,273.1,5534.0,1.08,4.338
62.9224936,2.75,11.64,417.8,5534.0,1.08,4.338
32.7737631,5.0,3.416,564.5,5640.0,1.534,4.076
38.6520796,2.07,5.607,566.5,5422.0,0.887,4.484
14.20442616,1.9,3.898,800.6,5350.0,0.678,4.647
55.673582,2.19,3.778,765.1,4998.0,0.808,4.53
6.82778157,1.34,2.3726,545.8,4198.0,0.574,4.689
0.687895191,1.35,2.4233,462.5,4478.0,0.651,4.615
127.2824442,12.04,7.1545,8088.6,5733.0,1.183,4.281
10.06083238,2.58,4.5718,460.2,5705.0,1.14,4.297
30.1837021,3.65,5.879,974.9,5733.0,1.183,4.281
2.92928244,38.42,6.794,268.6,6634.0,2.251,3.831
77.63424586,9.4,4.1002,16612.0,4812.0,0.755,4.548
52.75878505,8.76,6.6517,5805.8,6228.0,1.137,4.413
1.332564478,27.04,6.0325,1071.5,5995.0,0.878,4.536
41.0772969,3.25,5.525,1216.8,5665.0,0.938,4.381
135.9121619,40.18,5.628,10188.0,6141.0,0.959,4.468
42.4729078,2.03,7.253,334.0,5616.0,1.111,4.327
15.17026921,2.47,4.3311,224.8,6297.0,1.369,4.26
39.4576228,2.8,9.557,244.8,6297.0,1.369,4.26
17.8159689,3.12,3.6765,776.8,5964.0,0.933,4.484
36.5157639,2.55,3.6577,861.3,4847.0,0.781,4.54
14.07969236,2.08,1.375,169.5,5821.0,1.547,4.097
16.54081386,1.57,2.5996,370.0,5064.0,0.769,4.572
3.609313059,3.26,1.7752,1375.1,5668.0,0.868,4.545
1.93155546,2.25,1.614,504.9,5461.0,0.858,4.552
8.41100305,1.8,2.4553,755.6,3757.0,0.539,4.718
13.52252364,2.11,3.987,690.6,5338.0,0.816,4.557
134.2520474,3.43,9.0636,832.1,5818.0,1.2,4.276
3.268695042,16.91,3.45188,10091.0,5927.0,1.691,4.046
99.7468804,3.94,6.804,1287.0,5620.0,0.974,4.363
22.84156293,30.0,2.5997,2940.7,5381.0,0.826,4.538
11.720123999,7.94,3.0039,9763.3,5215.0,0.77,4.564
4.33643506,1.75,4.1445,108.5,6180.0,1.603,4.133
15.95541913,2.18,3.9851,762.6,4891.0,0.805,4.516
8.25980352,1.35,2.928,298.4,4891.0,0.805,4.516
62.5613879,3.54,5.907,1372.6,5662.0,0.84,4.56
8.96847034,2.17,4.4073,234.3,5808.0,1.374,4.185
1.907810683,0.91,1.8707,120.5,5435.0,0.824,4.578
32.85862571,2.31,3.1483,162.8,5899.0,1.414,4.135
48.118812545,45.18,5.27958,69851.0,6003.0,0.872,4.536
2.229326354,0.6,1.9946,49.1,5587.0,0.865,4.525
2.514628496,1.27,1.6239,228.4,5662.0,0.84,4.56
8.025118521,7.79,5.3694,3120.4,6002.0,1.369,4.196
5.79529495,1.05,2.272,334.3,3757.0,0.539,4.718
73.7578875,4.28,2.69,1836.9,5029.0,0.93,4.429
8.56267266,2.26,1.53,608.1,5029.0,0.93,4.429
8.30537702,1.69,3.751,365.6,5435.0,0.873,4.495
13.22714056,2.22,3.2861,812.0,5180.0,0.8,4.548
51.8098276,2.6,6.343,1025.4,5191.0,0.826,4.53
4.38536428,1.15,2.5126,198.5,5191.0,0.826,4.53
34.205785079,1.1,5.1691,183.2,5191.0,0.826,4.53
13.97945055,1.97,1.2325,356.1,5191.0,0.826,4.53
3.554856338,1.29,2.1004,232.9,6068.0,0.831,4.565
5.28790754,7.1,8.5274,343.9,4994.0,3.818,3.433
8.45746636,1.87,2.2906,1320.3,4347.0,0.524,4.73
17.28116957,2.04,2.829,1562.8,4347.0,0.524,4.73
32.1340014,1.84,2.691,1262.0,4347.0,0.524,4.73
59.7711433,3.17,4.843,574.5,6214.0,1.122,4.382
4.417692516,1.57,2.323,279.2,4766.0,0.664,4.645
10.08744556,3.15,2.9884,568.1,6310.0,1.095,4.417
16.34355902,3.26,5.474,829.4,5730.0,1.056,4.394
21.96401646,2.57,2.7509,693.4,5774.0,0.958,4.447
125.602323,2.89,7.105,925.7,5774.0,0.958,4.447
12.51353325,1.88,4.301,430.8,5435.0,0.873,4.495
17.9134215,1.39,4.364,197.8,5435.0,0.873,4.495
25.2149143,1.19,5.76,174.1,5435.0,0.873,4.495
5.42586901,1.48,2.5342,259.0,5594.0,0.934,4.489
19.58561177,3.09,1.755,532.9,5618.0,0.996,4.401
4.544436472,3.0,1.8141,879.3,5445.0,0.937,4.458
12.76220558,3.18,2.0688,653.8,5445.0,0.937,4.458
38.7149617,2.62,3.441,694.8,5445.0,0.937,4.458
8.78458274,2.6,6.459,210.8,5927.0,1.691,4.046
3.69298623,1.74,1.7744,763.3,4402.0,0.572,4.682
5.334082429,13.08,6.2226,4676.5,6332.0,1.905,4.016
6.4980147,1.87,2.4384,190.9,5727.0,1.104,4.328
19.76169247,2.81,3.9097,392.5,6327.0,1.175,4.327
5.18498961,1.15,2.1397,430.1,4325.0,0.56,4.68
85.6542476,3.56,6.866,476.0,5818.0,1.647,4.065
19.32945602,2.26,3.794,935.5,5026.0,0.763,4.604
17.79108667,2.88,2.662,414.2,5855.0,1.34,4.148
3.290114076,1.49,1.5151,645.3,4484.0,0.594,4.654
2.086075752,10.3,2.2647,3657.8,6131.0,1.417,4.071
3.311864148,9.06,1.4049,5976.5,5461.0,0.937,4.499
63.0732241,17.8,5.397,671.3,6234.0,6.354,3.209
2.422084188,3.55,2.5613,1871.8,5598.0,0.83,4.565
78.5461106,3.55,8.689,658.7,5808.0,1.397,4.172
16.92342126,3.4,4.1864,1125.3,5786.0,0.99,4.465
5.47665801,2.01,2.5482,648.0,4650.0,0.706,4.589
4.580346161,1.38,2.097,308.3,5103.0,0.789,4.558
2.248288213,1.25,2.0361,263.2,5103.0,0.789,4.558
6.76690759,1.31,1.7062,249.3,5103.0,0.789,4.558
34.1732156,2.37,4.7679,635.0,5201.0,0.834,4.573
16.7364755,2.73,2.151,1147.0,4334.0,0.653,4.618
137.8645881,15.9,1.922,2363.0,3645.0,0.449,4.797
12.43929428,1.3,3.176,254.3,4987.0,0.773,4.531
7.62635494,1.21,2.4168,296.1,4955.0,0.721,4.61
8.710442022,3.61,0.9425,1196.4,5416.0,0.809,4.575
11.35010642,1.75,2.2792,1221.0,3597.0,0.514,4.734
109.4450597,3.04,3.792,1269.6,5403.0,0.868,4.5
7.56052209,2.4,3.8573,659.8,5895.0,0.94,4.503
12.12401737,2.37,3.3091,788.4,5094.0,0.87,4.469
9.38740646,1.69,1.6165,384.6,4500.0,0.646,4.656
7.41556471,0.79,1.973,150.4,4500.0,0.646,4.656
24.2101973,1.5,4.046,458.0,4650.0,0.706,4.589
23.8990075,3.26,15.955,293.4,5511.0,1.93,3.914
6.22161107,1.59,3.4117,165.0,6277.0,1.097,4.417
6.17998508,2.12,2.1094,750.5,5149.0,0.791,4.551
1.569066598,1.68,2.7803,147.2,5821.0,1.395,4.172
9.59068586,3.93,3.452,544.6,5476.0,1.673,3.904
7.03932913,4.67,3.514,836.7,5846.0,1.24,4.278
49.6075771,2.12,2.9575,626.7,5187.0,0.774,4.592
16.84183355,3.08,2.6194,822.1,5602.0,1.009,4.404
7.340714946,14.31,2.9987,8510.5,6056.0,1.498,4.191
12.55111099,1.34,3.1293,494.1,4213.0,0.598,4.669
3.003879547,10.96,3.2848,8538.0,6311.0,1.172,4.398
24.0884178,1.16,3.952,387.2,4213.0,0.598,4.669
12.75800092,1.49,4.1828,187.9,5782.0,1.095,4.34
5.47033376,1.15,3.1441,112.0,5782.0,1.095,4.34
6.51112385,3.09,1.6919,695.1,6032.0,1.001,4.465
23.85163321,3.37,2.4453,833.7,6032.0,1.001,4.465
2.714078374,1.38,1.3115,143.5,5815.0,0.992,4.461
122.8799543,2.7,7.835,717.7,5413.0,0.861,4.51
4.88753111,2.45,2.034,679.6,5568.0,0.957,4.499
6.14728341,0.79,2.7645,119.7,4997.0,0.746,4.598
2.800111267,2.13,1.0237,706.7,4786.0,0.704,4.579
34.3511339,2.75,4.4408,599.4,6091.0,0.967,4.487
3.413036353,6.62,2.61366,3868.7,5392.0,1.087,4.314
3.00725068,1.56,4.4302,285.8,5667.0,0.781,4.587
4.194496867,1.57,1.7807,660.7,3706.0,0.522,4.747
6.35585682,0.86,1.55,176.6,3706.0,0.522,4.747
1.970340203,3.97,1.7901,403.2,4883.0,1.667,3.972
5.05821338,10.69,1.132,748.3,4883.0,1.667,3.972
26.85323647,2.65,4.4557,965.8,5329.0,0.869,4.455
25.0985083,1.59,2.7727,167.6,5782.0,1.095,4.34
34.2685741,2.44,4.8251,699.3,5083.0,0.872,4.468
5.75321539,3.14,1.7948,733.8,5445.0,0.929,4.51
5.50860699,1.49,3.0788,203.9,5448.0,0.883,4.489
18.93055119,4.41,3.372,684.0,5015.0,1.643,3.987
42.94386258,41.62,3.7591,9207.9,5750.0,0.94,4.4
22.06402,2.67,4.1,388.7,6232.0,1.09,4.432
5.756245244,2.24,1.071,623.6,4931.0,0.734,4.605
148.4601819,3.61,5.499,1532.1,5159.0,0.821,4.548
0.934885365,3.21,1.4083,270.4,4777.0,1.795,3.909
25.7626846,2.66,6.908,619.5,5739.0,1.069,4.381
11.0317836,1.45,4.753,182.3,5739.0,1.069,4.381
4.12511935,0.88,2.877,114.7,5598.0,0.83,4.565
4.22464216,4.31,1.403,987.0,6343.0,1.14,4.408
13.12162167,1.99,3.6138,196.9,6140.0,1.277,4.265
49.6220669,3.33,7.222,505.5,5938.0,1.184,4.331
8.08801663,2.94,1.8334,952.9,5269.0,0.874,4.494
11.55103848,2.17,3.3601,402.8,5907.0,1.058,4.395
4.469754641,2.26,1.813,553.9,5988.0,0.934,4.507
15.77382794,2.72,4.957,313.6,6283.0,1.531,4.129
6.56226483,3.07,4.0144,260.8,5878.0,1.812,4.005
20.67876365,2.42,4.6395,323.9,5865.0,1.272,4.266
50.79034648,10.6,10.8474,5671.1,6163.0,1.406,4.185
9.59993246,2.08,4.3206,271.2,5865.0,1.272,4.266
2.0248205,1.01,2.55,63.3,5865.0,1.272,4.266
201.118319,2.28,10.328,584.8,5646.0,0.954,4.447
24.7577652,2.44,6.998,458.7,6106.0,0.966,4.487
12.7983174,2.88,6.401,336.6,5592.0,1.451,4.115
10.13200555,1.67,3.1683,911.6,4777.0,0.561,4.689
38.505224,2.45,5.941,695.2,5974.0,0.881,4.504
4.6126736,1.6,3.0643,133.2,6140.0,1.277,4.265
8.67890312,2.56,3.5317,540.6,5509.0,1.116,4.308
39.3135699,2.07,5.0137,500.1,6060.0,0.925,4.509
5.94565516,1.12,2.1604,401.2,3974.0,0.564,4.7
1.52373073,1.26,1.4796,364.7,3746.0,0.51,4.736
4.225384543,9.0,2.82038,7563.0,5574.0,1.054,4.403
60.0853848,2.4,7.007,432.2,6028.0,1.047,4.459
43.0343364,2.5,6.571,541.6,5550.0,0.911,4.476
46.2991052,4.33,5.2481,854.9,5396.0,1.507,4.035
88.6440015,2.51,7.82,625.5,5661.0,0.934,4.471
35.01190875,2.97,2.868,436.7,5872.0,1.153,4.332
16.57099265,2.03,2.9052,644.9,5483.0,0.779,4.589
16.00496657,3.71,6.5047,377.5,6384.0,1.904,4.029
1.954525966,2.38,2.0944,392.8,5741.0,1.136,4.331
15.09521323,,3.41,,,,
7.23400381,1.78,2.165,453.3,5411.0,0.85,4.523
6.77408984,2.5,2.6215,520.3,6246.0,1.092,4.433
20.172024672,6.24,3.1488,5368.1,5064.0,0.864,4.474
26.41044199,2.45,3.0715,991.1,5448.0,0.734,4.613
8.27745764,2.46,2.713,197.2,5129.0,1.781,3.884
14.37504582,2.05,3.208,251.1,5931.0,1.053,4.403
6.31219171,2.17,4.9377,403.7,6322.0,1.075,4.426
147.97391,3.33,6.854,1267.1,5578.0,0.95,4.44
13.24503482,1.77,4.4078,156.1,5636.0,1.39,4.147
77.2550726,3.7,10.214,589.5,6564.0,1.356,4.255
3.85690686,0.93,2.0808,127.8,5272.0,0.813,4.574
116.3311739,3.26,7.025,1586.3,5354.0,0.835,4.533
86.049055,2.06,29.28,429.9,5733.0,0.997,4.432
6.31943553,2.71,3.3422,581.1,5670.0,1.022,4.397
12.20951755,2.61,4.1808,538.1,5670.0,1.022,4.397
3.07644709,1.61,2.6326,216.7,5670.0,1.022,4.397
2.11913005,1.35,4.141,28.7,5799.0,2.377,3.813
68.958447,1.11,3.128,123.3,5455.0,0.888,4.497
18.79591276,7.39,7.5235,2431.4,6163.0,1.406,4.185
47.76397728,,4.08,,,,
63.0380366,2.59,7.3702,658.7,5798.0,1.019,4.411
9.69315023,1.89,5.6725,141.8,5683.0,1.472,4.108
8.48031229,2.58,7.105,351.1,5910.0,1.078,4.364
56.1886436,2.56,6.5272,346.2,5700.0,1.176,4.327
6.92101452,1.48,4.3591,529.7,4461.0,0.585,4.661
3.27344784,0.81,1.7292,262.5,3758.0,0.496,4.769
15.3789014,2.94,4.662,185.1,5817.0,2.153,3.877
134.4785189,10.52,5.9288,4033.5,5791.0,1.336,4.185
5.007414194,8.8,1.3584,4413.9,5957.0,1.042,4.417
24.68662378,48.04,15.168,8052.3,4648.0,5.132,2.996
98.7179332,6.99,6.593,7320.0,5808.0,0.786,4.583
71.52543938,5.76,5.9189,5904.3,4855.0,0.778,4.542
17.50441726,3.56,4.2585,725.4,5815.0,1.329,4.16
1.72086129,13.25,2.0243,10184.0,5742.0,1.215,4.297
56.4349933,2.37,4.7381,580.0,5534.0,1.001,4.381
33.7888028,2.71,5.496,649.2,6202.0,1.062,4.436
3.215109385,1.54,4.365,158.0,5541.0,0.934,4.472
3.29276797,1.39,4.8069,80.7,5683.0,1.472,4.108
13.72710334,2.38,7.3419,199.2,5951.0,1.693,4.017
24.3110031,2.3,8.7682,184.4,5951.0,1.693,4.017
44.4304059,2.61,10.306,238.5,5951.0,1.693,4.017
9.34145925,1.56,6.18,81.7,5951.0,1.693,4.017
4.97760447,1.75,2.5719,287.3,5353.0,1.023,4.358
21.1285655,2.88,3.852,176.7,5817.0,2.153,3.877
24.4851178,7.14,4.642,263.8,6655.0,2.995,3.638
7.51854537,1.42,2.845,286.7,5064.0,0.864,4.474
86.7490807,2.23,9.179,547.1,5579.0,0.97,4.419
25.96190067,3.25,6.2732,350.3,6369.0,1.729,4.088
130.3543929,7.7,6.474,5128.7,5970.0,1.015,4.463
1.855557556,10.05,2.35672,10570.0,5657.0,0.947,4.441
3.261759866,8.01,1.7593,3876.1,6131.0,0.945,4.497
3.364425589,56.83,1.3261,4843.0,5813.0,0.775,4.589
16.78175788,2.25,3.7386,908.0,4925.0,0.742,4.588
105.3035093,3.18,6.214,1362.2,5534.0,0.875,4.515
2.549562652,1.11,1.6999,495.1,3716.0,0.506,4.74
13.96950181,2.04,1.5871,1110.0,3716.0,0.506,4.74
5.21230171,1.04,2.098,430.0,3716.0,0.506,4.74
17.76076524,1.93,1.6679,1287.2,3826.0,0.516,4.744
10.55840479,1.41,3.366,194.2,5353.0,1.023,4.358
20.92735802,17.36,3.4256,8091.0,6126.0,1.109,4.358
6.98800953,1.39,3.103,193.2,5353.0,1.023,4.358
22.8245144,3.36,6.617,322.7,6642.0,1.846,4.057
49.1011093,3.28,6.341,845.6,5393.0,1.11,4.299
7.05675145,1.68,2.0261,130.0,6388.0,1.402,4.244
34.8536903,2.4,5.333,767.7,5818.0,0.848,4.554
2.41434868,0.97,1.2701,191.0,4507.0,0.724,4.573
2.466070972,24.3,1.9559,704.5,5708.0,0.884,4.529
4.30656389,1.95,4.1107,257.0,6108.0,1.03,4.466
12.964717746,39.93,1.8303,3732.9,6210.0,1.033,4.45
1.731079436,56.05,1.8419,11974.0,6045.0,0.955,4.494
7.794302043,16.51,1.1081,3387.4,5494.0,0.982,4.405
14.5324483,3.11,3.13,1355.9,5345.0,0.86,4.473
5.248667607,2.84,1.917,601.2,5807.0,1.012,4.437
7.96431492,2.44,1.5342,746.0,5185.0,0.91,4.44
92.7297248,2.81,6.83,1257.5,4580.0,0.675,4.641
1.485710994,14.48,2.2874,20824.0,5624.0,1.018,4.432
30.5231459,11.26,2.7286,2212.3,5518.0,0.79,4.585
71.3116598,4.94,8.813,2138.0,6194.0,1.069,4.445
28.78270955,2.11,3.451,864.5,4774.0,0.745,4.58
15.44428875,37.58,2.0791,3596.2,5895.0,0.991,4.489
1.411230023,1.71,1.4325,388.2,4575.0,0.737,4.564
96.9151707,2.37,6.065,862.8,5162.0,0.791,4.559
13.47472742,1.96,2.5995,729.6,5395.0,0.734,4.615
2.29503515,1.18,1.654,172.1,5637.0,0.909,4.482
27.495634,2.11,4.858,483.3,5657.0,0.911,4.401
14.08826442,2.66,4.1847,889.4,5853.0,0.895,4.529
3.905081685,12.78,2.8213,21340.0,5543.0,0.887,4.54
110.9643706,2.11,12.831,1283.2,4441.0,0.546,4.695
4.539297295,2.34,1.9455,798.1,4914.0,0.724,4.61
6.94135824,2.96,1.8899,825.0,5527.0,0.88,4.491
17.276296682,7.31,3.94738,10458.0,4941.0,0.738,4.599
31.7821117,2.08,3.856,570.2,5527.0,0.88,4.491
4.36273233,1.76,2.2375,341.6,5527.0,0.88,4.491
18.6848377,1.93,3.7965,1251.5,4156.0,0.545,4.712
7.41634701,1.24,2.1362,505.5,4156.0,0.545,4.712
9.91724268,2.85,3.2241,457.9,5539.0,1.207,4.244
82.5341188,2.45,4.8556,1895.4,4316.0,0.58,4.678
20.16037858,1.75,4.13,343.6,4975.0,0.724,4.614
10.99470891,1.71,1.5929,884.7,4302.0,0.586,4.661
6.73679732,,2.36,,,,
124.03589939,11.13,4.8472,7690.0,5822.0,1.28,4.244
1.194812329,1.36,1.3777,189.5,6198.0,0.97,4.475
10.84969477,2.67,3.474,1122.1,5251.0,0.778,4.592
12.18420006,2.59,2.5014,499.3,5771.0,1.068,4.374
3.76417012,1.7,2.0111,558.4,5063.0,0.728,4.617
5.92972237,1.92,2.518,412.1,5741.0,0.956,4.492
12.2476121,1.9,3.209,402.7,5741.0,0.956,4.492
13.59051547,2.4,3.784,621.9,5442.0,0.974,4.409
46.8776724,2.62,10.041,539.8,5504.0,0.993,4.418
89.1935737,3.81,4.0104,868.3,6071.0,1.295,4.239
13.09390911,2.2,2.2805,398.7,5772.0,0.956,4.487
4.915385452,1.46,2.7757,225.5,5772.0,0.956,4.487
87.455958,70.11,18.257,1604.9,7700.0,2.111,4.018
0.805259257,63.55,1.42246,1384.3,5872.0,2.022,3.926
9.76785911,2.54,2.1649,585.4,5371.0,0.852,4.513
40.80957343,3.44,3.158,436.1,6183.0,1.3,4.301
22.08551599,3.34,2.1727,3157.4,3828.0,0.565,4.712
1.151166776,1.28,1.0907,578.4,3951.0,0.535,4.73
4.693305543,17.85,5.17249,14523.0,6365.0,1.47,4.22
3.246732048,12.4,3.0535,6998.2,5763.0,1.457,4.15
8.3606759,1.49,6.287,194.8,5771.0,1.068,4.374
62.1385979,5.14,4.2938,886.3,5123.0,1.621,3.992
17.1181036,1.22,1.29,167.7,5576.0,0.929,4.515
8.29482811,2.76,2.7437,559.5,5773.0,0.939,4.478
26.635216,27.64,5.949,1492.8,5215.0,0.882,4.455
17.84850835,3.29,5.8919,391.2,6188.0,1.465,4.152
26.1363443,2.8,6.613,362.2,6188.0,1.465,4.152
11.1895709,1.81,5.3,143.3,6188.0,1.465,4.152
2.757977384,1.69,2.1489,211.0,5919.0,1.0,4.435
18.692860599,14.81,3.88584,51256.0,5190.0,0.66,4.66
14.80075082,17.38,5.762,501.4,6327.0,7.663,3.092
3.126861192,5.12,1.1926,794.6,4854.0,1.749,3.939
87.24250316,15.86,4.1206,17860.0,5671.0,0.955,4.501
10.240611361,3.9,0.9617,2958.0,5227.0,0.64,4.623
16.87725775,2.54,3.7917,818.4,5497.0,0.872,4.512
12.05705659,1.96,2.3462,523.9,5365.0,0.834,4.537
28.26727385,2.93,4.5839,1160.2,5132.0,0.886,4.457
3.770590654,2.13,2.029,314.4,5714.0,1.208,4.274
2.7073064,1.36,3.4378,69.5,6045.0,1.629,4.069
23.11707222,4.37,3.9948,2407.5,5275.0,0.796,4.505
4.77502117,1.73,1.7087,451.4,5275.0,0.796,4.505
66.4159789,3.44,7.061,2053.2,5383.0,0.759,4.603
8.0103929,1.88,4.2713,294.1,5616.0,1.111,4.327
5.69590202,6.61,3.5661,4921.1,6106.0,0.94,4.497
27.6666375,2.04,6.315,324.0,5616.0,1.111,4.327
5.19559398,1.18,3.748,116.0,5616.0,1.111,4.327
57.2488518,3.19,6.083,1455.6,5642.0,0.846,4.542
37.0551726,3.19,5.439,1028.8,5642.0,0.846,4.542
16.33269981,1.61,2.174,300.4,5208.0,0.772,4.563
10.05550267,0.92,2.951,147.7,5208.0,0.772,4.563
9.30413878,1.67,1.9254,637.3,4458.0,0.658,4.611
4.33722007,1.63,2.4973,358.5,5390.0,0.876,4.499
1.653889476,0.97,1.7242,124.4,5390.0,0.876,4.499
150.8783198,4.37,8.6797,659.9,5504.0,1.737,3.999
3.553831111,1.62,3.1029,191.8,6015.0,1.081,4.37
1.6783263,1.57,2.5123,146.3,6015.0,1.081,4.37
5.65378163,1.82,1.9483,366.8,5988.0,0.934,4.507
5.99185827,2.75,1.7215,186.3,6157.0,1.695,4.049
120.0183551,4.54,11.637,886.0,6469.0,1.467,4.253
14.30517579,3.05,4.535,863.4,5741.0,0.846,4.555
9.18189122,2.17,4.343,363.6,5741.0,0.846,4.555
2.64622742,0.99,1.407,155.5,5167.0,0.787,4.555
2.935362067,3.15,1.5043,1052.6,4922.0,0.823,4.505
13.53953595,2.32,4.389,134.2,6109.0,1.997,3.985
22.7082375,1.72,3.503,298.8,6170.0,0.992,4.472
7.97033985,1.81,2.6675,490.8,5774.0,0.818,4.567
5.33459393,0.79,2.642,226.3,4275.0,0.533,4.704
8.49640437,2.14,2.2128,834.0,5093.0,0.709,4.586
66.1843646,2.72,5.155,560.5,5640.0,0.978,4.447
2.032318856,1.12,1.1596,287.5,4670.0,0.682,4.635
65.18703725,,5.44,,,,
3.62275506,1.62,2.7868,180.6,5794.0,1.216,4.282
2.892216772,1.31,1.3596,360.5,4229.0,0.615,4.655
187.746606,2.95,5.885,1583.0,5303.0,0.753,4.55
2.543063763,1.26,2.8473,152.0,5579.0,1.029,4.389
3.177414601,2.65,1.5262,1134.3,5303.0,0.708,4.63
2.168451063,2.41,1.458,466.9,6153.0,1.109,4.382
37.8154157,1.21,4.662,286.4,4856.0,0.705,4.624
53.5783052,1.16,5.194,224.9,4856.0,0.705,4.624
6.69332825,2.44,2.311,781.8,4245.0,0.637,4.641
33.1362861,2.05,4.163,825.2,4245.0,0.637,4.641
7.72513619,1.71,2.042,382.2,4245.0,0.637,4.641
10.71253475,2.02,2.7186,1198.6,4175.0,0.544,4.715
32.5635249,2.05,5.418,578.3,5225.0,0.859,4.505
12.19140405,2.46,1.8832,665.8,5516.0,0.967,4.399
6.11784972,1.05,3.458,60.5,6226.0,1.333,4.247
3.97599629,1.11,2.2029,206.0,5143.0,0.778,4.561
7.68478504,1.47,2.447,274.1,5344.0,0.907,4.469
0.990516282,3.52,2.019,101.6,5975.0,2.399,3.755
15.0447098,1.51,5.823,97.9,5798.0,1.525,4.025
29.0726293,2.32,2.516,439.6,5799.0,1.042,4.37
1.118547814,0.98,1.5534,234.8,4496.0,0.658,4.65
6.42199919,1.25,2.6192,161.6,5985.0,0.981,4.468
9.75374033,1.87,2.348,430.8,5806.0,0.899,4.528
81.3153052,2.55,5.807,715.5,5325.0,0.975,4.39
51.3283527,3.06,9.357,692.3,6119.0,1.119,4.353
19.7919389,2.58,3.787,383.7,6285.0,1.039,4.441
26.8475962,3.2,10.068,254.1,5508.0,1.988,3.897
